System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:49:29:623, 41108318216989,  262.725,   52.000, 3800,  17.086,5018.682,1394.078,  12.422,3800.440,1055.678, 67,  0,   0.000,   0.000,   0.000,   0.188,  32.003,   8.890,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  85.523
13:49:29:746, 41108616520047,  262.848,   50.000, 3800,  15.887,5020.641,1394.622,  11.488,3801.857,1056.071, 65,  0,   0.000,   0.000,   0.000,   0.041,  32.008,   8.891,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  76.224
13:49:29:868, 41108911278052,  262.970,   47.000, 3700,  16.586,5022.662,1395.184,  12.011,3803.320,1056.478, 61,  0,   0.000,   0.000,   0.000,   0.120,  32.023,   8.895,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  88.532
13:49:29:976, 41109171034774,  263.077,   53.000, 3800,  20.113,5024.821,1395.784,  15.443,3804.978,1056.938, 64,  0,   0.000,   0.000,   0.000,   0.133,  32.037,   8.899,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  84.459
13:49:30:100, 41109473185879,  263.202,   53.000, 2900,  18.830,5027.173,1396.437,  14.210,3806.753,1057.431, 63,  0,   0.000,   0.000,   0.000,   0.151,  32.056,   8.904,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  91.595
13:49:30:209, 41109736045599,  263.311,   55.000, 3800,  18.732,5029.208,1397.002,  14.174,3808.293,1057.859, 69,  0,   0.000,   0.000,   0.000,   0.081,  32.065,   8.907,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  91.847
13:49:30:332, 41110034004373,  263.434,   63.000, 3800,  21.789,5031.892,1397.748,  17.252,3810.418,1058.449, 65,  0,   0.000,   0.000,   0.000,   0.036,  32.069,   8.908,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  87.974
13:49:30:440, 41110295816235,  263.542,   59.000, 3800,  20.034,5034.060,1398.350,  15.411,3812.086,1058.913, 67,  0,   0.000,   0.000,   0.000,   0.120,  32.082,   8.912,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  91.390
13:49:30:547, 41110554340445,  263.649,   64.000, 3800,  25.225,5036.756,1399.099,  20.540,3814.281,1059.523, 68,  0,   0.000,   0.000,   0.000,   0.064,  32.089,   8.914,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  84.837
13:49:30:671, 41110852476704,  263.772,   57.000, 3600,  21.185,5039.367,1399.824,  16.258,3816.285,1060.079, 66,  0,   0.000,   0.000,   0.000,   0.293,  32.125,   8.924,  24.000,  51.000, 105.000,   0.000,   0.000,  236,  61.412
13:49:30:780, 41111117186925,  263.882,   53.000, 2300,  15.470,5041.059,1400.294,  10.786,3817.465,1060.407, 61,  0,   0.000,   0.000,   0.000,   0.230,  32.150,   8.931,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  73.338
13:49:30:886, 41111374020419,  263.988,   49.000, 3800,  14.853,5042.636,1400.732,  10.449,3818.574,1060.715, 63,  0,   0.000,   0.000,   0.000,   0.009,  32.151,   8.931,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  89.530
13:49:31:011, 41111675645274,  264.112,   51.000, 3800,  17.837,5044.860,1401.350,  13.372,3820.241,1061.178, 65,  0,   0.000,   0.000,   0.000,   0.133,  32.168,   8.935,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  87.681
13:49:31:134, 41111974130547,  264.236,   50.000, 3800,  18.470,5047.139,1401.983,  13.930,3821.960,1061.656, 67,  0,   0.000,   0.000,   0.000,   0.061,  32.175,   8.938,  24.000,  51.000, 105.000,   0.000,   0.000,   80,  85.871
13:49:31:243, 41112238675058,  264.345,   52.000, 3400,  18.220,5049.132,1402.537,  13.584,3823.445,1062.068, 63,  0,   0.000,   0.000,   0.000,   0.141,  32.191,   8.942,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  83.173
13:49:31:351, 41112499067778,  264.453,   53.000, 3800,  19.700,5051.252,1403.126,  15.180,3825.079,1062.522, 66,  0,   0.000,   0.000,   0.000,   0.039,  32.195,   8.943,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  89.085
13:49:31:461, 41112764045500,  264.562,   51.000, 2900,  17.155,5053.131,1403.647,  12.445,3826.443,1062.901, 65,  0,   0.000,   0.000,   0.000,   0.328,  32.231,   8.953,  24.000,  51.000, 105.000,   0.000,   0.000,  215,  62.642
13:49:31:568, 41113023040895,  264.669,   51.000, 3800,  18.230,5055.083,1404.190,  13.563,3827.895,1063.304, 66,  0,   0.000,   0.000,   0.000,   0.184,  32.250,   8.958,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  83.122
13:49:31:693, 41113326554852,  264.795,   56.000, 3800,  16.605,5057.166,1404.768,  12.667,3829.484,1063.746, 68,  0,   0.000,   0.000,   0.000,   0.034,  32.255,   8.960,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  88.923
13:49:31:817, 41113626993422,  264.919,   63.000, 2400,  22.068,5059.907,1405.530,  17.415,3831.647,1064.346, 67,  0,   0.000,   0.000,   0.000,   0.092,  32.266,   8.963,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  88.817
13:49:31:942, 41113927714447,  265.043,   66.000, 3500,  25.112,5063.028,1406.397,  20.339,3834.175,1065.049, 69,  0,   0.000,   0.000,   0.000,   0.152,  32.285,   8.968,  24.000,  51.000, 105.000,   0.000,   0.000,   66,  82.380
13:49:32:050, 41114190751143,  265.152,   64.000, 3400,  20.067,5065.210,1407.003,  15.479,3835.858,1065.516, 67,  0,   0.000,   0.000,   0.000,   0.039,  32.289,   8.969,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  87.183
13:49:32:159, 41114453825662,  265.261,   49.000, 3600,  15.657,5066.913,1407.476,  11.143,3837.070,1065.853, 64,  0,   0.000,   0.000,   0.000,   0.082,  32.298,   8.972,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  89.508
13:49:32:284, 41114755485486,  265.385,   48.000, 3700,  15.121,5068.798,1407.999,  10.661,3838.399,1066.222, 63,  0,   0.000,   0.000,   0.000,   0.076,  32.307,   8.974,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  85.491
13:49:32:407, 41115054004954,  265.509,   51.000, 3800,  18.443,5071.074,1408.632,  13.810,3840.103,1066.695, 68,  0,   0.000,   0.000,   0.000,   0.128,  32.323,   8.979,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  91.494
13:49:32:516, 41115317128422,  265.618,   51.000, 3100,  16.972,5072.920,1409.144,  12.324,3841.443,1067.068, 65,  0,   0.000,   0.000,   0.000,   0.201,  32.345,   8.985,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  90.847
13:49:32:640, 41115617835589,  265.742,   54.000, 2800,  14.711,5074.748,1409.652,  10.191,3842.710,1067.420, 60,  0,   0.000,   0.000,   0.000,   0.039,  32.350,   8.986,  24.000,  51.000, 105.000,   0.000,   0.000,  294,  83.326
13:49:32:750, 41115882408501,  265.851,   53.000, 3000,  16.969,5076.604,1410.168,  12.348,3844.061,1067.795, 68,  0,   0.000,   0.000,   0.000,   0.136,  32.365,   8.990,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  86.199
13:49:32:857, 41116143238356,  265.959,   54.000, 2900,  17.688,5078.511,1410.698,  13.218,3845.486,1068.191, 63,  0,   0.000,   0.000,   0.000,   0.030,  32.368,   8.991,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  89.799
13:49:32:981, 41116442233930,  266.083,   52.000, 3800,  17.900,5080.724,1411.312,  13.363,3847.137,1068.649, 66,  0,   0.000,   0.000,   0.000,   0.071,  32.377,   8.994,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  35.859
13:49:33:089, 41116704738899,  266.191,   54.000, 2900,  17.141,5082.584,1411.829,  12.418,3848.485,1069.024, 66,  0,   0.000,   0.000,   0.000,   0.247,  32.404,   9.001,  24.000,  51.000, 105.000,   0.000,   0.000,  249,  61.302
13:49:33:210, 41116995210448,  266.311,   63.000, 3400,  19.502,5084.925,1412.479,  14.875,3850.271,1069.520, 68,  0,   0.000,   0.000,   0.000,   0.168,  32.424,   9.007,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  76.710
13:49:33:333, 41117292822037,  266.434,   59.000, 3400,  19.122,5087.278,1413.133,  14.390,3852.041,1070.011, 64,  0,   0.000,   0.000,   0.000,   0.205,  32.449,   9.014,  24.000,  51.000, 105.000,   0.000,   0.000,  145,  66.259
13:49:33:455, 41117588131166,  266.556,   61.000, 3500,  21.946,5089.956,1413.877,  17.263,3854.148,1070.597, 67,  0,   0.000,   0.000,   0.000,   0.085,  32.459,   9.017,  24.000,  51.000, 105.000,   0.000,   0.000,  150,  71.485
13:49:33:565, 41117854032603,  266.666,   51.000, 2900,  17.399,5091.869,1414.408,  12.764,3855.551,1070.986, 63,  0,   0.000,   0.000,   0.000,   0.145,  32.475,   9.021,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  67.717
13:49:33:687, 41118150348216,  266.789,   55.000, 2700,  15.118,5093.721,1414.922,  10.596,3856.849,1071.347, 64,  0,   0.000,   0.000,   0.000,   0.044,  32.481,   9.022,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  88.486
13:49:33:811, 41118449770734,  266.913,   53.000, 3600,  16.486,5095.761,1415.489,  11.956,3858.329,1071.758, 62,  0,   0.000,   0.000,   0.000,   0.088,  32.492,   9.025,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  87.272
13:49:33:933, 41118746084443,  267.035,   54.000, 2900,  17.829,5097.945,1416.096,  13.277,3859.955,1072.210, 64,  0,   0.000,   0.000,   0.000,   0.044,  32.497,   9.027,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  81.052
13:49:34:055, 41119040333833,  267.157,   70.000, 3600,  23.238,5100.771,1416.881,  18.481,3862.203,1072.834, 68,  0,   0.000,   0.000,   0.000,   0.112,  32.511,   9.031,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  88.647
13:49:34:178, 41119337780718,  267.280,   70.000, 3200,  21.628,5103.430,1417.620,  16.582,3864.242,1073.400, 62,  0,   0.000,   0.000,   0.000,   0.432,  32.564,   9.046,  24.000,  51.000, 105.000,   0.000,   0.000,  244,  63.707
13:49:34:324, 41119690614816,  267.425,   92.000, 3300,  20.528,5106.424,1418.451,  15.831,3866.551,1074.042, 66,  0,   0.000,   0.000,   0.000,   0.122,  32.582,   9.050,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  75.963
13:49:34:440, 41119971430984,  267.542,   67.000, 3300,  18.164,5108.533,1419.037,  13.463,3868.113,1074.476, 64,  0,   0.000,   0.000,   0.000,   0.090,  32.592,   9.053,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  85.682
13:49:34:548, 41120232482072,  267.649,   66.000, 3500,  19.204,5110.605,1419.612,  14.576,3869.686,1074.913, 67,  0,   0.000,   0.000,   0.000,   0.095,  32.602,   9.056,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  90.900
13:49:34:669, 41120526401806,  267.771,   67.000, 3700,  21.103,5113.169,1420.325,  16.448,3871.685,1075.468, 63,  0,   0.000,   0.000,   0.000,   0.116,  32.617,   9.060,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  88.790
13:49:34:798, 41120839670172,  267.900,   65.000, 3500,  20.466,5115.819,1421.061,  15.881,3873.741,1076.039, 66,  0,   0.000,   0.000,   0.000,   0.043,  32.622,   9.062,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  43.055
13:49:34:920, 41121132165963,  268.021,   59.000, 3500,  19.367,5118.161,1421.711,  14.702,3875.519,1076.533, 63,  0,   0.000,   0.000,   0.000,   0.098,  32.634,   9.065,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  79.178
13:49:35:041, 41121424707700,  268.142,   59.000, 2100,  17.649,5120.295,1422.304,  13.094,3877.102,1076.973, 62,  0,   0.000,   0.000,   0.000,   0.079,  32.644,   9.068,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  89.121
13:49:35:163, 41121719522156,  268.264,   59.000, 3500,  18.018,5122.491,1422.914,  13.523,3878.750,1077.431, 63,  0,   0.000,   0.000,   0.000,   0.054,  32.650,   9.069,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  87.765
13:49:35:287, 41122020120000,  268.388,   54.000, 2900,  17.770,5124.699,1423.527,  13.154,3880.385,1077.885, 62,  0,   0.000,   0.000,   0.000,   0.122,  32.665,   9.074,  24.000,  51.000, 105.000,   0.000,   0.000,  103,  71.896
13:49:35:395, 41122281170666,  268.496,   51.000, 1800,  14.094,5126.219,1423.950,   9.522,3881.412,1078.170, 62,  0,   0.000,   0.000,   0.000,   0.105,  32.677,   9.077,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  88.099
13:49:35:503, 41122544462411,  268.605,   57.000, 2000,  14.382,5127.785,1424.385,   9.787,3882.477,1078.466, 58,  0,   0.000,   0.000,   0.000,   0.084,  32.686,   9.079,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  90.674
13:49:35:629, 41122848692653,  268.731,   58.000, 3500,  16.986,5129.921,1424.978,  12.500,3884.049,1078.903, 62,  0,   0.000,   0.000,   0.000,   0.011,  32.687,   9.080,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  83.452
13:49:35:737, 41123110052178,  268.839,   55.000, 2900,  18.377,5131.906,1425.529,  13.766,3885.536,1079.316, 63,  0,   0.000,   0.000,   0.000,   0.089,  32.697,   9.082,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  88.949
13:49:35:848, 41123377232869,  268.949,   54.000, 3800,  18.744,5133.976,1426.105,  14.252,3887.110,1079.753, 66,  0,   0.000,   0.000,   0.000,   0.036,  32.701,   9.084,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  88.421
13:49:35:970, 41123673673846,  269.072,   56.000, 2900,  18.178,5136.204,1426.723,  13.369,3888.748,1080.208, 66,  0,   0.000,   0.000,   0.000,   0.293,  32.737,   9.093,  24.000,  51.000, 105.000,   0.000,   0.000,  152,  55.267
13:49:36:091, 41123966355503,  269.193,   60.000, 3800,  19.408,5138.552,1427.375,  14.837,3890.543,1080.707, 63,  0,   0.000,   0.000,   0.000,   0.088,  32.747,   9.096,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  86.436
13:49:36:214, 41124263266528,  269.316,   63.000, 3100,  20.735,5141.097,1428.082,  16.209,3892.533,1081.259, 65,  0,   0.000,   0.000,   0.000,   0.034,  32.751,   9.098,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  90.517
13:49:36:338, 41124562361490,  269.439,   61.000, 3100,  17.436,5143.252,1428.681,  12.916,3894.130,1081.703, 64,  0,   0.000,   0.000,   0.000,   0.066,  32.760,   9.100,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  88.106
13:49:36:462, 41124863248257,  269.564,   54.000, 3500,  16.776,5145.339,1429.261,  12.152,3895.641,1082.123, 67,  0,   0.000,   0.000,   0.000,   0.115,  32.774,   9.104,  24.000,  51.000, 105.000,   0.000,   0.000,   98,  37.758
13:49:36:569, 41125122557501,  269.671,   50.000, 2900,  15.666,5147.018,1429.727,  11.034,3896.824,1082.451, 65,  0,   0.000,   0.000,   0.000,   0.171,  32.792,   9.109,  24.000,  51.000, 105.000,   0.000,   0.000,   66,  83.154
13:49:36:676, 41125381264261,  269.778,   52.000, 2900,  16.258,5148.757,1430.210,  11.826,3898.088,1082.802, 62,  0,   0.000,   0.000,   0.000,   0.005,  32.793,   9.109,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  87.953
13:49:36:799, 41125679588027,  269.901,   58.000, 3400,  19.926,5151.214,1430.893,  15.199,3899.963,1083.323, 67,  0,   0.000,   0.000,   0.000,   0.146,  32.811,   9.114,  24.000,  51.000, 105.000,   0.000,   0.000,  145,  48.055
13:49:36:921, 41125975039769,  270.023,   50.000, 3800,  16.892,5153.277,1431.466,  12.364,3901.473,1083.742, 65,  0,   0.000,   0.000,   0.000,   0.118,  32.825,   9.118,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  80.759
13:49:37:030, 41126236980562,  270.131,   64.000, 2800,  22.810,5155.746,1432.152,  18.102,3903.433,1084.287, 68,  0,   0.000,   0.000,   0.000,   0.158,  32.842,   9.123,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  90.594
13:49:37:152, 41126533095299,  270.254,   60.000, 3800,  21.099,5158.329,1432.869,  16.546,3905.458,1084.849, 68,  0,   0.000,   0.000,   0.000,   0.138,  32.859,   9.128,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  90.649
13:49:37:276, 41126832760053,  270.378,   57.000, 3600,  20.588,5160.879,1433.578,  15.865,3907.423,1085.395, 65,  0,   0.000,   0.000,   0.000,   0.214,  32.886,   9.135,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  89.121
13:49:37:384, 41127094608080,  270.486,   59.000, 2900,  13.900,5162.384,1433.995,   9.383,3908.439,1085.677, 62,  0,   0.000,   0.000,   0.000,   0.029,  32.889,   9.136,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  87.131
13:49:37:508, 41127393336311,  270.609,   62.000, 2200,  15.925,5164.350,1434.542,  11.393,3909.845,1086.068, 65,  0,   0.000,   0.000,   0.000,   0.105,  32.902,   9.139,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  87.676
13:49:37:632, 41127693037859,  270.733,   70.000, 3400,  20.023,5166.831,1435.231,  15.729,3911.794,1086.609, 64,  0,   0.000,   0.000,   0.000,   0.113,  32.916,   9.143,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  87.858
13:49:37:762, 41128008955606,  270.864,   86.000, 3400,  25.373,5170.144,1436.151,  20.665,3914.493,1087.359, 68,  0,   0.000,   0.000,   0.000,   0.112,  32.930,   9.147,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  88.933
13:49:37:923, 41128397745210,  271.025,   85.000, 3200,  20.244,5173.398,1437.055,  15.546,3916.991,1088.053, 62,  0,   0.000,   0.000,   0.000,   0.065,  32.941,   9.150,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  86.002
13:49:38:046, 41128695625951,  271.148,   66.000, 3300,  18.033,5175.618,1437.672,  13.380,3918.638,1088.511, 65,  0,   0.000,   0.000,   0.000,   0.060,  32.948,   9.152,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  89.921
13:49:38:156, 41128960278473,  271.257,   57.000, 2900,  14.089,5177.159,1438.100,   9.394,3919.666,1088.796, 59,  0,   0.000,   0.000,   0.000,   0.261,  32.977,   9.160,  24.000,  51.000, 105.000,   0.000,   0.000,  169,  72.091
13:49:38:279, 41129260309682,  271.381,   63.000, 2900,  18.361,5179.436,1438.732,  13.642,3921.358,1089.266, 62,  0,   0.000,   0.000,   0.000,   0.139,  32.994,   9.165,  24.000,  51.000, 105.000,   0.000,   0.000,   89,  62.557
13:49:38:401, 41129555154222,  271.503,   59.000, 3500,  17.505,5181.570,1439.325,  12.694,3922.905,1089.696, 60,  0,   0.000,   0.000,   0.000,   0.281,  33.028,   9.175,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  89.147
13:49:38:526, 41129856422420,  271.628,   59.000, 3000,  17.080,5183.697,1439.916,  12.391,3924.448,1090.124, 65,  0,   0.000,   0.000,   0.000,   0.109,  33.042,   9.178,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  86.583
13:49:38:649, 41130154589783,  271.751,   54.000, 2900,  13.657,5185.380,1440.383,   9.103,3925.570,1090.436, 61,  0,   0.000,   0.000,   0.000,   0.096,  33.054,   9.182,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  89.838
13:49:38:757, 41130414907143,  271.858,   59.000, 3400,  16.191,5187.122,1440.867,  11.683,3926.827,1090.785, 62,  0,   0.000,   0.000,   0.000,   0.046,  33.059,   9.183,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  87.862
13:49:38:880, 41130713878925,  271.982,   49.000, 2900,  15.515,5189.040,1441.400,  10.870,3928.170,1091.158, 63,  0,   0.000,   0.000,   0.000,   0.170,  33.080,   9.189,  24.000,  51.000, 105.000,   0.000,   0.000,  136,  74.317
13:49:39:004, 41131012492154,  272.105,   63.000, 3800,  19.567,5191.455,1442.071,  14.936,3930.014,1091.671, 65,  0,   0.000,   0.000,   0.000,   0.099,  33.092,   9.192,  24.000,  51.000, 105.000,   0.000,   0.000,   69,  81.033
13:49:39:112, 41131274100591,  272.214,   53.000, 3800,  17.320,5193.328,1442.591,  12.873,3931.406,1092.057, 62,  0,   0.000,   0.000,   0.000,   0.089,  33.102,   9.195,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  92.102
13:49:39:238, 41131578934800,  272.340,   85.000, 3600,  26.302,5196.642,1443.512,  21.699,3934.140,1092.817, 71,  0,   0.000,   0.000,   0.000,   0.000,  33.102,   9.195,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  87.926
13:49:39:357, 41131866746613,  272.459,   90.000, 1700,  19.771,5198.994,1444.165,  15.058,3935.932,1093.314, 63,  0,   0.000,   0.000,   0.000,   0.103,  33.114,   9.198,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  87.422
13:49:39:498, 41132208623643,  272.600,   69.000, 3100,  16.156,5201.278,1444.799,  11.435,3937.548,1093.763, 63,  0,   0.000,   0.000,   0.000,   0.113,  33.130,   9.203,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  85.872
13:49:39:619, 41132500235154,  272.720,   70.000, 3200,  16.522,5203.269,1445.353,  11.988,3938.993,1094.165, 63,  0,   0.000,   0.000,   0.000,   0.013,  33.131,   9.203,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  88.956
13:49:39:741, 41132795485080,  272.842,   65.000, 3400,  18.108,5205.479,1445.966,  13.363,3940.624,1094.618, 65,  0,   0.000,   0.000,   0.000,   0.157,  33.150,   9.208,  24.000,  51.000, 105.000,   0.000,   0.000,   75,  86.262
13:49:39:864, 41133092519817,  272.965,   66.000, 3500,  20.524,5207.999,1446.666,  15.735,3942.556,1095.154, 66,  0,   0.000,   0.000,   0.000,   0.150,  33.169,   9.214,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  86.836
13:49:39:985, 41133387781805,  273.087,   80.000, 1900,  20.236,5210.469,1447.352,  15.399,3944.435,1095.676, 62,  0,   0.000,   0.000,   0.000,   0.186,  33.191,   9.220,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  90.599
13:49:40:107, 41133681466181,  273.209,   81.000, 2900,  15.526,5212.354,1447.876,  10.865,3945.754,1096.043, 62,  0,   0.000,   0.000,   0.000,   0.062,  33.199,   9.222,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  84.263
13:49:40:229, 41133977897341,  273.331,   78.000, 3100,  17.712,5214.524,1448.479,  13.091,3947.358,1096.488, 63,  0,   0.000,   0.000,   0.000,   0.086,  33.209,   9.225,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  91.970
13:49:40:354, 41134279780942,  273.456,   55.000, 3300,  15.794,5216.495,1449.026,  11.305,3948.769,1096.880, 64,  0,   0.000,   0.000,   0.000,   0.011,  33.211,   9.225,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  88.385
13:49:40:463, 41134542485629,  273.565,   55.000, 1300,  17.260,5218.369,1449.547,  12.751,3950.153,1097.265, 61,  0,   0.000,   0.000,   0.000,   0.027,  33.214,   9.226,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  87.936
13:49:40:585, 41134837852219,  273.687,   65.000, 3200,  16.372,5220.368,1450.102,  11.800,3951.594,1097.665, 61,  0,   0.000,   0.000,   0.000,   0.108,  33.227,   9.230,  24.000,  51.000, 105.000,   0.000,   0.000,   79,  60.210
13:49:40:708, 41135134827678,  273.809,   65.000, 3600,  18.381,5222.625,1450.729,  13.594,3953.263,1098.129, 66,  0,   0.000,   0.000,   0.000,   0.259,  33.259,   9.239,  24.000,  51.000, 105.000,   0.000,   0.000,  127,  75.990
13:49:40:831, 41135433046275,  273.933,   68.000, 3600,  21.561,5225.282,1451.467,  16.690,3955.320,1098.700, 65,  0,   0.000,   0.000,   0.000,   0.169,  33.280,   9.244,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  79.875
13:49:40:955, 41135732320959,  274.056,   67.000, 2000,  21.405,5227.930,1452.203,  16.751,3957.393,1099.276, 62,  0,   0.000,   0.000,   0.000,   0.005,  33.280,   9.245,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  86.072
13:49:41:078, 41136029537151,  274.179,   64.000, 2100,  18.462,5230.199,1452.833,  13.595,3959.063,1099.740, 63,  0,   0.000,   0.000,   0.000,   0.261,  33.312,   9.253,  24.000,  51.000, 105.000,   0.000,   0.000,   51,  81.434
13:49:41:202, 41136330200621,  274.304,   70.000, 3500,  19.000,5232.560,1453.489,  14.155,3960.822,1100.228, 62,  0,   0.000,   0.000,   0.000,   0.237,  33.342,   9.262,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  89.457
13:49:41:325, 41136626792622,  274.426,   63.000, 3400,  19.587,5234.961,1454.156,  14.728,3962.628,1100.730, 65,  0,   0.000,   0.000,   0.000,   0.206,  33.367,   9.269,  24.000,  51.000, 105.000,   0.000,   0.000,  235,  49.254
13:49:41:432, 41136887784157,  274.534,   57.000, 1700,  14.049,5236.477,1454.577,   9.196,3963.620,1101.005, 59,  0,   0.000,   0.000,   0.000,   0.242,  33.393,   9.276,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  57.770
13:49:41:557, 41137188585883,  274.658,   51.000, 1900,  11.381,5237.892,1454.970,   6.810,3964.466,1101.241, 61,  0,   0.000,   0.000,   0.000,   0.077,  33.403,   9.278,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  77.442
13:49:41:665, 41137450415654,  274.767,   53.000, 2900,  14.509,5239.462,1455.406,   9.958,3965.544,1101.540, 62,  0,   0.000,   0.000,   0.000,   0.011,  33.404,   9.279,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.631
13:49:41:790, 41137751968376,  274.891,   61.000, 3400,  18.572,5241.777,1456.049,  13.746,3967.258,1102.016, 63,  0,   0.000,   0.000,   0.000,   0.231,  33.432,   9.287,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  86.648
13:49:41:911, 41138045009483,  275.012,   57.000, 3500,  16.577,5243.785,1456.607,  11.859,3968.694,1102.415, 64,  0,   0.000,   0.000,   0.000,   0.165,  33.452,   9.292,  24.000,  51.000, 105.000,   0.000,   0.000,  274,  56.404
13:49:42:033, 41138341376285,  275.135,   67.000, 3800,  21.296,5246.394,1457.332,  16.654,3970.734,1102.982, 61,  0,   0.000,   0.000,   0.000,   0.078,  33.462,   9.295,  24.000,  51.000, 105.000,   0.000,   0.000,   19,  75.223
13:49:42:157, 41138641490192,  275.259,   65.000, 1400,  20.176,5248.897,1458.027,  15.627,3972.673,1103.520, 65,  0,   0.000,   0.000,   0.000,   0.041,  33.467,   9.296,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  88.079
