System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:45:07:021, 40473022575464,    0.119,   29.000, 3800,  11.651,   1.386,   0.385,   8.484,   1.009,   0.280, 53,  0,   0.000,   0.000,   0.000,   0.034,   0.004,   0.001,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  87.936
13:45:07:143, 40473317475254,    0.241,   27.000, 3800,  14.840,   3.195,   0.887,  10.857,   2.332,   0.648, 55,  0,   0.000,   0.000,   0.000,   0.029,   0.008,   0.002,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  88.028
13:45:07:313, 40473728334499,    0.411,   33.000, 3700,  14.055,   5.582,   1.550,  11.043,   4.208,   1.169, 52,  0,   0.000,   0.000,   0.000,   0.035,   0.014,   0.004,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  85.909
13:45:07:421, 40473991130706,    0.519,   31.000, 3800,  15.994,   7.319,   2.033,  11.809,   5.491,   1.525, 54,  0,   0.000,   0.000,   0.000,   0.007,   0.014,   0.004,  24.000,  51.000, 105.000,   0.000,   0.000,  228,  87.178
13:45:07:530, 40474253656650,    0.628,   27.000, 3800,  14.190,   8.859,   2.461,   9.869,   6.562,   1.823, 52,  0,   0.000,   0.000,   0.000,   0.003,   0.015,   0.004,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  89.320
13:45:07:655, 40474555521217,    0.753,   26.000, 3800,  15.115,  10.745,   2.985,  10.782,   7.907,   2.196, 52,  0,   0.000,   0.000,   0.000,   0.118,   0.029,   0.008,  24.000,  51.000, 105.000,   0.000,   0.000,  518,  37.397
13:45:07:779, 40474856922614,    0.877,   23.000, 3800,  15.562,  12.684,   3.523,  10.968,   9.273,   2.576, 60,  0,   0.000,   0.000,   0.000,   0.159,   0.049,   0.014,  24.000,  51.000, 105.000,   0.000,   0.000,  102,  55.467
13:45:07:904, 40475159885352,    1.002,   30.000, 1400,  15.907,  14.676,   4.077,  11.638,  10.731,   2.981, 58,  0,   0.000,   0.000,   0.000,   0.019,   0.052,   0.014,  24.000,  51.000, 105.000,   0.000,   0.000,  141,  50.497
13:45:08:031, 40475464985391,    1.129,   38.000, 2900,  16.700,  16.782,   4.662,  12.422,  12.297,   3.416, 55,  0,   0.000,   0.000,   0.000,   0.015,   0.054,   0.015,  24.000,  51.000, 105.000,   0.000,   0.000,    6,  87.138
13:45:08:154, 40475762473624,    1.251,   49.000, 2900,  17.884,  18.981,   5.273,  13.369,  13.941,   3.873, 59,  0,   0.000,   0.000,   0.000,   0.155,   0.073,   0.020,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  74.531
13:45:08:278, 40476062966864,    1.376,   40.000, 3100,  19.443,  21.396,   5.943,  14.979,  15.802,   4.389, 54,  0,   0.000,   0.000,   0.000,   0.098,   0.085,   0.024,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  90.531
13:45:08:401, 40476360903513,    1.499,   28.000, 3800,  13.799,  23.096,   6.415,  10.623,  17.110,   4.753, 56,  0,   0.000,   0.000,   0.000,   0.046,   0.090,   0.025,  24.000,  51.000, 105.000,   0.000,   0.000,  269,  87.327
13:45:08:526, 40476663558732,    1.624,   36.000, 3800,  16.448,  25.153,   6.987,  12.780,  18.709,   5.197, 52,  0,   0.000,   0.000,   0.000,   0.075,   0.100,   0.028,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  71.962
13:45:08:635, 40476926196897,    1.733,   45.000, 3800,  21.394,  27.476,   7.632,  17.037,  20.559,   5.711, 61,  0,   0.000,   0.000,   0.000,   0.281,   0.130,   0.036,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  90.850
13:45:08:758, 40477224423734,    1.856,   37.000, 2900,  15.607,  29.400,   8.167,  12.132,  22.054,   6.126, 53,  0,   0.000,   0.000,   0.000,   0.064,   0.138,   0.038,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  90.478
13:45:08:866, 40477485884525,    1.964,   37.000, 2900,  15.639,  31.090,   8.636,  12.569,  23.413,   6.503, 56,  0,   0.000,   0.000,   0.000,   0.002,   0.138,   0.038,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  86.433
13:45:08:990, 40477785781426,    2.088,   62.000, 3800,  24.527,  34.130,   9.481,  19.911,  25.881,   7.189, 61,  0,   0.000,   0.000,   0.000,   0.092,   0.150,   0.042,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  88.693
13:45:09:098, 40478048189443,    2.196,   75.000, 3800,  28.062,  37.174,  10.326,  23.391,  28.418,   7.894, 62,  0,   0.000,   0.000,   0.000,   0.042,   0.154,   0.043,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  88.064
13:45:09:221, 40478344782470,    2.319,   84.000, 3800,  28.259,  40.639,  11.289,  23.375,  31.284,   8.690, 61,  0,   0.000,   0.000,   0.000,   0.256,   0.186,   0.052,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  81.057
13:45:09:330, 40478609907437,    2.428,   86.000, 3800,  29.624,  43.885,  12.190,  24.806,  34.002,   9.445, 66,  0,   0.000,   0.000,   0.000,   0.145,   0.202,   0.056,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  75.927
13:45:09:453, 40478906801783,    2.551,   92.000, 3800,  30.846,  47.671,  13.242,  25.989,  37.192,  10.331, 66,  0,   0.000,   0.000,   0.000,   0.166,   0.222,   0.062,  24.000,  51.000, 105.000,   0.000,   0.000,   62,  84.175
13:45:09:593, 40479246107451,    2.691,   98.000, 3800,  30.825,  51.994,  14.443,  26.046,  40.845,  11.346, 66,  0,   0.000,   0.000,   0.000,   0.091,   0.235,   0.065,  24.000,  51.000, 105.000,   0.000,   0.000,  294,  52.850
13:45:09:712, 40479533874965,    2.810,   96.000, 3800,  30.957,  55.677,  15.466,  25.893,  43.925,  12.201, 67,  0,   0.000,   0.000,   0.000,   0.298,   0.270,   0.075,  24.000,  51.000, 105.000,   0.000,   0.000,  120,  34.635
13:45:09:850, 40479865674534,    2.948,   99.000, 3800,  30.370,  59.842,  16.623,  25.478,  47.419,  13.172, 66,  0,   0.000,   0.000,   0.000,   0.197,   0.297,   0.083,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  80.826
13:45:09:987, 40480198802241,    3.085,   85.000, 3800,  29.741,  63.937,  17.760,  24.865,  50.843,  14.123, 67,  0,   0.000,   0.000,   0.000,   0.143,   0.317,   0.088,  24.000,  51.000, 105.000,   0.000,   0.000,   60,  84.210
13:45:10:111, 40480497825008,    3.209,   86.000, 3800,  28.273,  67.432,  18.731,  23.595,  53.760,  14.933, 63,  0,   0.000,   0.000,   0.000,   0.014,   0.319,   0.089,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  87.151
13:45:10:235, 40480798107634,    3.333,   82.000, 3800,  28.119,  70.922,  19.701,  23.203,  56.640,  15.733, 66,  0,   0.000,   0.000,   0.000,   0.314,   0.358,   0.099,  24.000,  51.000, 105.000,   0.000,   0.000,  177,  72.439
13:45:10:360, 40481100260950,    3.458,   79.000, 3800,  27.240,  74.325,  20.646,  22.388,  59.436,  16.510, 65,  0,   0.000,   0.000,   0.000,   0.226,   0.386,   0.107,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  75.075
13:45:10:467, 40481360015458,    3.565,   84.000, 3800,  29.357,  77.477,  21.521,  24.595,  62.077,  17.244, 66,  0,   0.000,   0.000,   0.000,   0.060,   0.392,   0.109,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  86.198
13:45:10:591, 40481660474232,    3.689,   82.000, 3800,  28.103,  80.967,  22.491,  23.332,  64.975,  18.048, 65,  0,   0.000,   0.000,   0.000,   0.133,   0.409,   0.114,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  76.803
13:45:10:714, 40481957892728,    3.812,   74.000, 3800,  26.039,  84.168,  23.380,  21.269,  67.589,  18.775, 67,  0,   0.000,   0.000,   0.000,   0.190,   0.432,   0.120,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  89.494
13:45:10:853, 40482292992351,    3.951,   80.000, 3800,  27.911,  88.034,  24.454,  23.220,  70.806,  19.668, 62,  0,   0.000,   0.000,   0.000,   0.059,   0.440,   0.122,  24.000,  51.000, 105.000,   0.000,   0.000,  295,  51.216
13:45:10:961, 40482553740850,    4.059,   78.000, 3800,  27.908,  91.042,  25.290,  23.088,  73.294,  20.360, 65,  0,   0.000,   0.000,   0.000,   0.183,   0.460,   0.128,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  89.302
13:45:11:087, 40482860015546,    4.185,   76.000, 3800,  27.211,  94.487,  26.246,  22.506,  76.144,  21.151, 64,  0,   0.000,   0.000,   0.000,   0.107,   0.474,   0.132,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  83.867
13:45:11:211, 40483160509804,    4.310,   82.000, 3800,  28.119,  97.980,  27.217,  23.403,  79.050,  21.958, 66,  0,   0.000,   0.000,   0.000,   0.046,   0.479,   0.133,  24.000,  51.000, 105.000,   0.000,   0.000,   10,  82.854
13:45:11:330, 40483448075318,    4.428,   80.000, 3800,  27.862, 101.292,  28.137,  23.068,  81.792,  22.720, 67,  0,   0.000,   0.000,   0.000,   0.141,   0.496,   0.138,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  88.182
13:45:11:453, 40483745799222,    4.551,   70.000, 3800,  26.300, 104.529,  29.036,  21.671,  84.459,  23.461, 68,  0,   0.000,   0.000,   0.000,   0.033,   0.500,   0.139,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  89.928
13:45:11:560, 40484002623851,    4.658,   74.000, 3800,  26.457, 107.337,  29.816,  21.601,  86.753,  24.098, 66,  0,   0.000,   0.000,   0.000,   0.246,   0.526,   0.146,  24.000,  51.000, 105.000,   0.000,   0.000,  183,  91.010
13:45:11:669, 40484267723099,    4.767,   72.000, 3800,  25.636, 110.146,  30.596,  20.906,  89.044,  24.734, 66,  0,   0.000,   0.000,   0.000,   0.130,   0.541,   0.150,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  86.541
13:45:11:792, 40484565032402,    4.890,   68.000, 3800,  25.674, 113.302,  31.473,  20.982,  91.622,  25.451, 64,  0,   0.000,   0.000,   0.000,   0.093,   0.552,   0.153,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  89.169
13:45:11:915, 40484862438428,    5.013,   75.000, 3800,  26.198, 116.522,  32.367,  21.428,  94.256,  26.182, 64,  0,   0.000,   0.000,   0.000,   0.165,   0.572,   0.159,  24.000,  51.000, 105.000,   0.000,   0.000,   76,  33.464
13:45:12:041, 40485166714445,    5.139,   71.000, 3800,  25.784, 119.765,  33.268,  21.058,  96.905,  26.918, 66,  0,   0.000,   0.000,   0.000,   0.142,   0.590,   0.164,  24.000,  51.000, 105.000,   0.000,   0.000,  314,  52.981
13:45:12:147, 40485423240087,    5.245,   66.000, 3800,  24.577, 122.371,  33.992,  19.817,  99.006,  27.502, 61,  0,   0.000,   0.000,   0.000,   0.210,   0.612,   0.170,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  73.230
13:45:12:270, 40485721456690,    5.368,   69.000, 3800,  25.184, 125.476,  34.854,  20.577, 101.543,  28.206, 65,  0,   0.000,   0.000,   0.000,   0.013,   0.614,   0.171,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  88.670
13:45:12:391, 40486015054926,    5.489,   67.000, 3800,  25.911, 128.621,  35.728,  21.184, 104.114,  28.920, 66,  0,   0.000,   0.000,   0.000,   0.138,   0.631,   0.175,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  87.234
13:45:12:515, 40486313209695,    5.613,   70.000, 3800,  26.889, 131.934,  36.648,  22.292, 106.861,  29.684, 68,  0,   0.000,   0.000,   0.000,   0.017,   0.633,   0.176,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  77.353
13:45:12:653, 40486646836382,    5.751,   79.000, 3800,  26.096, 135.533,  37.648,  21.362, 109.807,  30.502, 65,  0,   0.000,   0.000,   0.000,   0.164,   0.655,   0.182,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  88.148
13:45:12:778, 40486951941154,    5.877,   75.000, 3800,  27.696, 139.026,  38.618,  22.886, 112.693,  31.304, 68,  0,   0.000,   0.000,   0.000,   0.149,   0.674,   0.187,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  80.555
13:45:12:899, 40487244665811,    5.998,   74.000, 3800,  26.335, 142.213,  39.504,  21.613, 115.309,  32.030, 67,  0,   0.000,   0.000,   0.000,   0.115,   0.688,   0.191,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  85.922
13:45:13:022, 40487540802198,    6.120,   69.000, 3800,  25.759, 145.366,  40.379,  20.966, 117.875,  32.743, 64,  0,   0.000,   0.000,   0.000,   0.177,   0.710,   0.197,  24.000,  51.000, 105.000,   0.000,   0.000,  109,  78.297
13:45:13:144, 40487836532937,    6.242,   70.000, 3800,  26.089, 148.555,  41.265,  21.374, 120.488,  33.469, 67,  0,   0.000,   0.000,   0.000,   0.121,   0.725,   0.201,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  85.769
13:45:13:267, 40488134246011,    6.365,   67.000, 3800,  25.941, 151.747,  42.152,  21.275, 123.106,  34.196, 67,  0,   0.000,   0.000,   0.000,   0.090,   0.736,   0.204,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  76.601
13:45:13:390, 40488430053291,    6.488,   64.000, 3800,  24.218, 154.709,  42.975,  19.569, 125.499,  34.861, 62,  0,   0.000,   0.000,   0.000,   0.114,   0.750,   0.208,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  88.870
13:45:13:498, 40488693591365,    6.597,   68.000, 3800,  24.277, 157.353,  43.709,  19.585, 127.632,  35.453, 67,  0,   0.000,   0.000,   0.000,   0.134,   0.764,   0.212,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  82.168
13:45:13:607, 40488955616708,    6.705,   68.000, 3800,  25.319, 160.096,  44.471,  20.488, 129.852,  36.070, 68,  0,   0.000,   0.000,   0.000,   0.282,   0.795,   0.221,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  86.826
13:45:13:716, 40489220029747,    6.814,   65.000, 3800,  24.847, 162.811,  45.225,  20.222, 132.062,  36.684, 66,  0,   0.000,   0.000,   0.000,   0.075,   0.803,   0.223,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  87.300
13:45:13:841, 40489521558963,    6.939,   64.000, 3800,  24.615, 165.879,  46.078,  19.778, 134.527,  37.369, 69,  0,   0.000,   0.000,   0.000,   0.227,   0.831,   0.231,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  91.689
13:45:13:970, 40489834584353,    7.068,   71.000, 3800,  26.173, 169.266,  47.018,  21.352, 137.290,  38.136, 67,  0,   0.000,   0.000,   0.000,   0.245,   0.863,   0.240,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  82.969
13:45:14:088, 40490120584697,    7.187,   72.000, 3800,  26.541, 172.404,  47.890,  21.805, 139.867,  38.852, 68,  0,   0.000,   0.000,   0.000,   0.137,   0.879,   0.244,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  86.828
13:45:14:212, 40490418053363,    7.310,   76.000, 3800,  28.097, 175.859,  48.850,  23.332, 142.736,  39.649, 68,  0,   0.000,   0.000,   0.000,   0.096,   0.891,   0.247,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  88.577
13:45:14:334, 40490715400167,    7.432,   67.000, 3800,  25.152, 178.950,  49.708,  20.399, 145.244,  40.345, 69,  0,   0.000,   0.000,   0.000,   0.155,   0.910,   0.253,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  90.955
13:45:14:443, 40490978208958,    7.541,   68.000, 3800,  25.051, 181.672,  50.464,  20.467, 147.467,  40.963, 68,  0,   0.000,   0.000,   0.000,   0.039,   0.914,   0.254,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  90.429
13:45:14:564, 40491271136703,    7.662,   69.000, 3800,  25.743, 184.789,  51.330,  21.038, 150.014,  41.671, 69,  0,   0.000,   0.000,   0.000,   0.116,   0.928,   0.258,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  88.177
13:45:14:687, 40491568672018,    7.785,   66.000, 3800,  25.459, 187.920,  52.200,  20.454, 152.530,  42.369, 68,  0,   0.000,   0.000,   0.000,   0.357,   0.972,   0.270,  24.000,  51.000, 105.000,   0.000,   0.000,  234,  60.128
13:45:14:810, 40491865747892,    7.908,   63.000, 3800,  24.411, 190.917,  53.033,  19.775, 154.958,  43.044, 61,  0,   0.000,   0.000,   0.000,   0.099,   0.984,   0.273,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  81.394
13:45:14:919, 40492129767755,    8.017,   65.000, 3800,  24.203, 193.559,  53.766,  19.490, 157.086,  43.635, 68,  0,   0.000,   0.000,   0.000,   0.112,   0.997,   0.277,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  88.982
13:45:15:026, 40492387326880,    8.124,   66.000, 3800,  24.699, 196.188,  54.497,  19.981, 159.213,  44.226, 67,  0,   0.000,   0.000,   0.000,   0.159,   1.013,   0.282,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  53.973
13:45:15:137, 40492658327130,    8.236,   64.000, 3800,  25.172, 199.008,  55.280,  20.566, 161.517,  44.866, 68,  0,   0.000,   0.000,   0.000,   0.010,   1.015,   0.282,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  86.280
13:45:15:259, 40492952557162,    8.357,   61.000, 3800,  23.810, 201.904,  56.084,  18.953, 163.822,  45.506, 69,  0,   0.000,   0.000,   0.000,   0.263,   1.047,   0.291,  24.000,  51.000, 105.000,   0.000,   0.000,  129,  92.156
13:45:15:383, 40493252507425,    8.481,   67.000, 3800,  24.527, 204.945,  56.929,  19.890, 166.288,  46.191, 69,  0,   0.000,   0.000,   0.000,   0.087,   1.057,   0.294,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  88.482
13:45:15:507, 40493551974676,    8.605,   73.000, 3800,  26.868, 208.271,  57.853,  22.052, 169.018,  46.949, 68,  0,   0.000,   0.000,   0.000,   0.227,   1.085,   0.302,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  88.581
13:45:15:633, 40493857625214,    8.731,   77.000, 3800,  27.760, 211.778,  58.827,  23.078, 171.933,  47.759, 69,  0,   0.000,   0.000,   0.000,   0.041,   1.091,   0.303,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  89.677
13:45:15:753, 40494148172850,    8.851,   70.000, 3800,  26.097, 214.912,  59.698,  21.384, 174.502,  48.473, 70,  0,   0.000,   0.000,   0.000,   0.093,   1.102,   0.306,  24.000,  51.000, 105.000,   0.000,   0.000,   51,  85.729
13:45:15:861, 40494409303138,    8.959,   67.000, 3800,  25.329, 217.647,  60.457,  20.699, 176.736,  49.093, 69,  0,   0.000,   0.000,   0.000,   0.015,   1.103,   0.306,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  86.584
13:45:15:986, 40494711203085,    9.084,   65.000, 3800,  24.507, 220.705,  61.307,  19.820, 179.209,  49.780, 67,  0,   0.000,   0.000,   0.000,   0.153,   1.122,   0.312,  24.000,  51.000, 105.000,   0.000,   0.000,  283,  58.978
13:45:16:111, 40495012492916,    9.209,   66.000, 3800,  25.373, 223.865,  62.185,  20.290, 181.736,  50.482, 66,  0,   0.000,   0.000,   0.000,   0.458,   1.180,   0.328,  24.000,  51.000, 105.000,   0.000,   0.000,  127,  48.715
13:45:16:218, 40495273422558,    9.317,   63.000, 3800,  25.091, 226.571,  62.936,  20.448, 183.942,  51.095, 69,  0,   0.000,   0.000,   0.000,   0.056,   1.186,   0.329,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  85.312
13:45:16:343, 40495574408259,    9.441,   65.000, 3800,  24.192, 229.581,  63.773,  19.504, 186.368,  51.769, 67,  0,   0.000,   0.000,   0.000,   0.110,   1.199,   0.333,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  87.919
13:45:16:466, 40495872338037,    9.564,   65.000, 3800,  25.245, 232.690,  64.636,  20.523, 188.896,  52.471, 67,  0,   0.000,   0.000,   0.000,   0.085,   1.210,   0.336,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  78.010
13:45:16:575, 40496135018677,    9.673,   67.000, 3800,  25.446, 235.453,  65.404,  20.714, 191.145,  53.096, 67,  0,   0.000,   0.000,   0.000,   0.177,   1.229,   0.341,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  88.821
13:45:16:683, 40496397196792,    9.781,   62.000, 3800,  25.631, 238.231,  66.175,  21.000, 193.421,  53.728, 68,  0,   0.000,   0.000,   0.000,   0.006,   1.230,   0.342,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  88.202
13:45:16:806, 40496695679011,    9.904,   73.000, 3800,  25.673, 241.398,  67.055,  21.010, 196.013,  54.448, 70,  0,   0.000,   0.000,   0.000,   0.067,   1.238,   0.344,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  76.788
13:45:16:929, 40496993570003,   10.028,   74.000, 3800,  26.632, 244.678,  67.966,  21.881, 198.708,  55.197, 70,  0,   0.000,   0.000,   0.000,   0.155,   1.257,   0.349,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  88.161
13:45:17:053, 40497293480631,   10.152,   70.000, 3800,  27.521, 248.090,  68.914,  22.576, 201.506,  55.974, 70,  0,   0.000,   0.000,   0.000,   0.262,   1.289,   0.358,  24.000,  51.000, 105.000,   0.000,   0.000,  122,  77.316
13:45:17:178, 40497595656211,   10.276,   70.000, 3800,  25.575, 251.284,  69.801,  20.816, 204.106,  56.696, 68,  0,   0.000,   0.000,   0.000,   0.135,   1.306,   0.363,  24.000,  51.000, 105.000,   0.000,   0.000,  150,  64.593
13:45:17:298, 40497885467249,   10.396,   64.000, 3800,  25.041, 254.284,  70.634,  20.303, 206.539,  57.372, 71,  0,   0.000,   0.000,   0.000,   0.161,   1.325,   0.368,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  52.251
13:45:17:422, 40498183931971,   10.520,   62.000, 3800,  24.329, 257.285,  71.468,  19.609, 208.958,  58.044, 70,  0,   0.000,   0.000,   0.000,   0.131,   1.342,   0.373,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  84.052
13:45:17:545, 40498484506835,   10.644,   68.000, 3800,  26.118, 260.530,  72.370,  21.495, 211.628,  58.786, 68,  0,   0.000,   0.000,   0.000,   0.037,   1.346,   0.374,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  86.033
13:45:17:653, 40498742870529,   10.751,   63.000, 3800,  25.397, 263.243,  73.123,  20.560, 213.824,  59.396, 67,  0,   0.000,   0.000,   0.000,   0.199,   1.367,   0.380,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  90.592
13:45:17:760, 40499002376855,   10.858,   66.000, 3800,  24.717, 265.894,  73.859,  19.993, 215.969,  59.991, 69,  0,   0.000,   0.000,   0.000,   0.168,   1.385,   0.385,  24.000,  51.000, 105.000,   0.000,   0.000,   47,  85.414
13:45:17:884, 40499302546748,   10.982,   61.000, 3800,  24.753, 268.966,  74.713,  19.854, 218.432,  60.676, 69,  0,   0.000,   0.000,   0.000,   0.255,   1.417,   0.394,  24.000,  51.000, 105.000,   0.000,   0.000,  113,  75.038
13:45:18:009, 40499606595312,   11.108,   65.000, 3800,  24.914, 272.097,  75.582,  20.164, 220.966,  61.380, 67,  0,   0.000,   0.000,   0.000,   0.173,   1.439,   0.400,  24.000,  51.000, 105.000,   0.000,   0.000,  291,  46.741
13:45:18:118, 40499869108809,   11.216,   65.000, 3800,  25.374, 274.850,  76.347,  20.709, 223.214,  62.004, 69,  0,   0.000,   0.000,   0.000,   0.064,   1.446,   0.402,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  70.479
13:45:18:239, 40500161963994,   11.337,   69.000, 3800,  26.690, 278.081,  77.245,  22.054, 225.883,  62.745, 72,  0,   0.000,   0.000,   0.000,   0.010,   1.447,   0.402,  24.000,  51.000, 105.000,   0.000,   0.000,   14,  88.741
13:45:18:363, 40500461353061,   11.461,   74.000, 3800,  27.068, 281.431,  78.175,  22.216, 228.633,  63.509, 71,  0,   0.000,   0.000,   0.000,   0.221,   1.474,   0.410,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  84.460
13:45:18:488, 40500764456979,   11.586,   74.000, 3800,  27.895, 284.926,  79.146,  23.246, 231.545,  64.318, 71,  0,   0.000,   0.000,   0.000,   0.004,   1.475,   0.410,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  89.036
13:45:18:610, 40501060447149,   11.709,   70.000, 3800,  26.647, 288.186,  80.052,  21.939, 234.229,  65.064, 70,  0,   0.000,   0.000,   0.000,   0.107,   1.488,   0.413,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  77.116
13:45:18:719, 40501323470910,   11.817,   65.000, 3800,  25.292, 290.936,  80.816,  20.510, 236.459,  65.683, 70,  0,   0.000,   0.000,   0.000,   0.166,   1.506,   0.418,  24.000,  51.000, 105.000,   0.000,   0.000,   68,  87.117
13:45:18:843, 40501623313975,   11.941,   62.000, 3800,  24.994, 294.034,  81.676,  20.305, 238.976,  66.382, 69,  0,   0.000,   0.000,   0.000,   0.141,   1.523,   0.423,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  91.372
13:45:18:953, 40501889920545,   12.052,   65.000, 3800,  24.878, 296.775,  82.438,  20.278, 241.211,  67.003, 67,  0,   0.000,   0.000,   0.000,   0.009,   1.524,   0.423,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  85.589
13:45:19:078, 40502191645023,   12.176,   65.000, 3800,  25.203, 299.919,  83.311,  20.288, 243.741,  67.706, 68,  0,   0.000,   0.000,   0.000,   0.287,   1.560,   0.433,  24.000,  51.000, 105.000,   0.000,   0.000,  273,  59.183
13:45:19:199, 40502483409549,   12.297,   62.000, 3800,  24.076, 302.822,  84.117,  19.350, 246.075,  68.354, 68,  0,   0.000,   0.000,   0.000,   0.178,   1.582,   0.439,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  65.857
13:45:19:323, 40502784000160,   12.421,   62.000, 3200,  24.661, 305.887,  84.968,  19.981, 248.557,  69.044, 67,  0,   0.000,   0.000,   0.000,   0.098,   1.594,   0.443,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  89.855
13:45:19:448, 40503086852636,   12.546,   66.000, 3800,  25.861, 309.124,  85.868,  21.072, 251.195,  69.776, 71,  0,   0.000,   0.000,   0.000,   0.127,   1.610,   0.447,  24.000,  51.000, 105.000,   0.000,   0.000,   65,  75.836
13:45:19:555, 40503346049161,   12.653,   62.000, 3800,  24.480, 311.747,  86.596,  19.691, 253.305,  70.362, 70,  0,   0.000,   0.000,   0.000,   0.193,   1.630,   0.453,  24.000,  51.000, 105.000,   0.000,   0.000,  232,  64.832
13:45:19:679, 40503645090699,   12.777,   84.000, 3800,  28.830, 315.311,  87.586,  24.115, 256.286,  71.191, 73,  0,   0.000,   0.000,   0.000,   0.096,   1.642,   0.456,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  65.979
