System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:20:04:255, 36837511801434,  167.478,   27.000, 3800,   7.245,1337.707, 371.585,   4.679, 812.772, 225.770, 51,  0,   0.000,   0.000,   0.000,   0.029,  27.355,   7.599,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  94.251
13:20:04:395, 36837850273143,  167.618,   33.000, 3600,  15.491,1339.875, 372.187,  12.434, 814.511, 226.253, 56,  0,   0.000,   0.000,   0.000,   0.127,  27.373,   7.604,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  90.924
13:20:04:520, 36838153486346,  167.744,   28.000, 1300,  11.488,1341.315, 372.587,   7.394, 815.438, 226.511, 50,  0,   0.000,   0.000,   0.000,   0.031,  27.377,   7.605,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  95.121
13:20:04:643, 36838451187098,  167.867,   29.000, 1300,   5.401,1341.979, 372.772,   2.203, 815.709, 226.586, 49,  0,   0.000,   0.000,   0.000,   0.012,  27.379,   7.605,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  94.549
13:20:04:752, 36838714226444,  167.975,   29.000, 1300,   4.847,1342.506, 372.918,   1.764, 815.901, 226.639, 49,  0,   0.000,   0.000,   0.000,   0.074,  27.387,   7.607,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  84.462
13:20:04:878, 36839018752354,  168.101,   28.000, 1300,   5.514,1343.200, 373.111,   2.046, 816.159, 226.711, 48,  0,   0.000,   0.000,   0.000,   0.162,  27.407,   7.613,  24.000,  51.000, 105.000,   0.000,   0.000,  272,  62.947
13:20:04:986, 36839279775991,  168.209,   23.000, 1300,   4.098,1343.643, 373.234,   1.525, 816.323, 226.756, 48,  0,   0.000,   0.000,   0.000,   0.040,  27.411,   7.614,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  83.375
13:20:05:111, 36839582541192,  168.334,   23.000, 1300,   5.691,1344.355, 373.432,   3.111, 816.712, 226.865, 47,  0,   0.000,   0.000,   0.000,   0.025,  27.414,   7.615,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  86.545
13:20:05:236, 36839884763619,  168.459,   31.000, 2200,   4.730,1344.946, 373.596,   2.290, 816.999, 226.944, 48,  0,   0.000,   0.000,   0.000,   0.045,  27.420,   7.617,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  27.635
13:20:05:361, 36840186569411,  168.584,   24.000, 1300,   4.407,1345.496, 373.749,   1.851, 817.229, 227.008, 48,  0,   0.000,   0.000,   0.000,   0.105,  27.433,   7.620,  24.000,  51.000, 105.000,   0.000,   0.000,  484,  50.330
13:20:05:470, 36840451084559,  168.693,   21.000, 1300,   3.802,1345.911, 373.864,   1.367, 817.379, 227.050, 49,  0,   0.000,   0.000,   0.000,   0.041,  27.438,   7.622,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  59.023
13:20:05:610, 36840790083000,  168.833,   29.000, 2900,   7.492,1346.961, 374.156,   4.884, 818.063, 227.240, 55,  0,   0.000,   0.000,   0.000,   0.049,  27.444,   7.623,  24.000,  51.000, 105.000,   0.000,   0.000,  842,  26.671
13:20:05:734, 36841088787924,  168.957,   28.000, 3800,  12.166,1348.463, 374.573,   9.392, 819.223, 227.562, 51,  0,   0.000,   0.000,   0.000,   0.052,  27.451,   7.625,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  64.298
13:20:05:856, 36841384460475,  169.079,   25.000, 2400,  13.928,1350.165, 375.046,  11.069, 820.576, 227.938, 50,  0,   0.000,   0.000,   0.000,   0.147,  27.469,   7.630,  24.000,  51.000, 105.000,   0.000,   0.000,  225,  60.998
13:20:05:966, 36841650212939,  169.189,   21.000, 1300,   4.231,1350.630, 375.175,   1.969, 820.792, 227.998, 48,  0,   0.000,   0.000,   0.000,   0.088,  27.478,   7.633,  24.000,  51.000, 105.000,   0.000,   0.000,   60,  52.113
13:20:06:074, 36841913080357,  169.298,   27.000, 1300,   4.839,1351.156, 375.321,   1.313, 820.935, 228.037, 48,  0,   0.000,   0.000,   0.000,   0.021,  27.481,   7.634,  24.000,  51.000, 105.000,   0.000,   0.000,    8,  83.857
13:20:06:199, 36842215199566,  169.423,   22.000, 1300,   3.367,1351.577, 375.438,   1.151, 821.078, 228.077, 48,  0,   0.000,   0.000,   0.000,   0.059,  27.488,   7.636,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  83.472
13:20:06:325, 36842518720853,  169.548,   29.000, 1400,   4.899,1352.191, 375.609,   1.718, 821.294, 228.137, 48,  0,   0.000,   0.000,   0.000,   0.053,  27.495,   7.637,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  85.907
13:20:06:431, 36842776362706,  169.655,   31.000, 1300,   4.011,1352.618, 375.727,   1.520, 821.456, 228.182, 47,  0,   0.000,   0.000,   0.000,   0.086,  27.504,   7.640,  24.000,  51.000, 105.000,   0.000,   0.000,   73,  85.671
13:20:06:555, 36843075605836,  169.778,   33.000, 2300,   4.907,1353.225, 375.896,   2.045, 821.709, 228.252, 47,  0,   0.000,   0.000,   0.000,   0.192,  27.528,   7.647,  24.000,  51.000, 105.000,   0.000,   0.000,  290,  65.647
13:20:06:665, 36843341772332,  169.888,   29.000, 1300,   4.674,1353.740, 376.039,   1.992, 821.928, 228.313, 49,  0,   0.000,   0.000,   0.000,   0.140,  27.543,   7.651,  24.000,  51.000, 105.000,   0.000,   0.000,  249,  53.665
13:20:06:774, 36843604233552,  169.997,   37.000, 1300,   4.425,1354.220, 376.172,   1.754, 822.118, 228.366, 48,  0,   0.000,   0.000,   0.000,   0.082,  27.552,   7.653,  24.000,  51.000, 105.000,   0.000,   0.000,  141,  79.737
13:20:06:884, 36843870447523,  170.107,   29.000, 1300,   5.119,1354.783, 376.329,   2.392, 822.382, 228.439, 48,  0,   0.000,   0.000,   0.000,   0.045,  27.557,   7.655,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  79.377
13:20:07:023, 36844208538037,  170.247,   31.000, 3800,   8.094,1355.914, 376.643,   4.801, 823.053, 228.626, 56,  0,   0.000,   0.000,   0.000,   0.031,  27.561,   7.656,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  96.629
13:20:07:163, 36844546645056,  170.386,   30.000, 3800,  12.663,1357.684, 377.134,   9.192, 824.337, 228.983, 54,  0,   0.000,   0.000,   0.000,   0.086,  27.573,   7.659,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  93.086
13:20:07:272, 36844809790623,  170.495,   35.000, 3800,  15.193,1359.337, 377.594,  12.212, 825.666, 229.352, 55,  0,   0.000,   0.000,   0.000,   0.058,  27.580,   7.661,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  85.201
13:20:07:396, 36845109997482,  170.619,   24.000, 1300,   6.381,1360.128, 377.813,   3.162, 826.058, 229.461, 49,  0,   0.000,   0.000,   0.000,   0.038,  27.584,   7.662,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  66.422
13:20:07:505, 36845374110744,  170.728,   35.000, 1300,   4.632,1360.634, 377.954,   1.902, 826.266, 229.518, 48,  0,   0.000,   0.000,   0.000,   0.016,  27.586,   7.663,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  89.461
13:20:07:628, 36845670984890,  170.851,   29.000, 1400,   7.197,1361.517, 378.199,   3.811, 826.733, 229.648, 48,  0,   0.000,   0.000,   0.000,   0.015,  27.588,   7.663,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  77.632
13:20:07:736, 36845933822694,  170.960,   25.000, 1300,   3.891,1361.940, 378.317,   1.358, 826.881, 229.689, 48,  0,   0.000,   0.000,   0.000,   0.018,  27.590,   7.664,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  84.223
13:20:07:862, 36846238145592,  171.085,   28.000, 1300,   4.568,1362.515, 378.476,   1.579, 827.079, 229.744, 47,  0,   0.000,   0.000,   0.000,   0.034,  27.594,   7.665,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  85.585
13:20:07:987, 36846540690583,  171.211,   27.000, 1300,   4.039,1363.020, 378.617,   1.620, 827.282, 229.801, 48,  0,   0.000,   0.000,   0.000,   0.067,  27.603,   7.667,  24.000,  51.000, 105.000,   0.000,   0.000,  175,  77.429
13:20:08:114, 36846847418067,  171.337,   27.000, 1300,   3.956,1363.521, 378.756,   1.560, 827.480, 229.856, 48,  0,   0.000,   0.000,   0.000,   0.041,  27.608,   7.669,  24.000,  51.000, 105.000,   0.000,   0.000,   40,  37.748
13:20:08:238, 36847147642373,  171.461,   23.000, 1300,   3.275,1363.928, 378.869,   1.121, 827.619, 229.894, 47,  0,   0.000,   0.000,   0.000,   0.017,  27.610,   7.669,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  85.128
13:20:08:363, 36847450027170,  171.586,   27.000, 1400,   4.416,1364.480, 379.022,   1.957, 827.864, 229.962, 47,  0,   0.000,   0.000,   0.000,   0.029,  27.613,   7.670,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  84.494
13:20:08:502, 36847786744354,  171.726,   26.000, 2900,   9.032,1365.737, 379.371,   6.348, 828.747, 230.208, 52,  0,   0.000,   0.000,   0.000,   0.134,  27.632,   7.676,  24.000,  51.000, 105.000,   0.000,   0.000,  101,  78.015
13:20:08:613, 36848053092499,  171.836,   29.000, 3800,  15.433,1367.436, 379.843,  12.270, 830.098, 230.583, 57,  0,   0.000,   0.000,   0.000,   0.027,  27.635,   7.676,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  77.816
13:20:08:737, 36848354149205,  171.960,   27.000, 1300,   8.392,1368.480, 380.133,   5.082, 830.731, 230.758, 48,  0,   0.000,   0.000,   0.000,   0.051,  27.641,   7.678,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  81.382
13:20:08:860, 36848652144206,  172.083,   25.000, 1300,   3.998,1368.973, 380.270,   1.252, 830.885, 230.801, 49,  0,   0.000,   0.000,   0.000,   0.058,  27.649,   7.680,  24.000,  51.000, 105.000,   0.000,   0.000,   50,  73.571
13:20:08:985, 36848952951542,  172.208,   24.000, 1300,   4.057,1369.477, 380.410,   1.134, 831.026, 230.841, 47,  0,   0.000,   0.000,   0.000,   0.030,  27.652,   7.681,  24.000,  51.000, 105.000,   0.000,   0.000,   57,  79.950
13:20:09:109, 36849255107252,  172.333,   24.000, 1300,   4.606,1370.053, 380.570,   1.328, 831.192, 230.887, 47,  0,   0.000,   0.000,   0.000,   0.117,  27.667,   7.685,  24.000,  51.000, 105.000,   0.000,   0.000,  328,  42.884
13:20:09:234, 36849556732342,  172.457,   22.000, 1300,   3.567,1370.497, 380.694,   1.230, 831.345, 230.929, 47,  0,   0.000,   0.000,   0.000,   0.038,  27.672,   7.687,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  57.141
13:20:09:357, 36849853689327,  172.580,   21.000, 1300,   4.244,1371.018, 380.838,   1.186, 831.491, 230.970, 48,  0,   0.000,   0.000,   0.000,   0.015,  27.674,   7.687,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  84.266
13:20:09:466, 36850119131793,  172.690,   21.000, 1300,   3.213,1371.371, 380.936,   1.063, 831.607, 231.002, 47,  0,   0.000,   0.000,   0.000,   0.032,  27.677,   7.688,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  81.727
13:20:09:591, 36850421337208,  172.815,   25.000, 1300,   3.682,1371.831, 381.064,   1.397, 831.782, 231.050, 47,  0,   0.000,   0.000,   0.000,   0.069,  27.686,   7.690,  24.000,  51.000, 105.000,   0.000,   0.000,  104,  80.084
13:20:09:701, 36850687147391,  172.925,   27.000, 2200,   5.027,1372.383, 381.218,   2.031, 832.005, 231.112, 48,  0,   0.000,   0.000,   0.000,   0.024,  27.688,   7.691,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  72.528
13:20:09:827, 36850992255314,  173.051,   24.000, 1600,   6.996,1373.266, 381.463,   4.185, 832.533, 231.259, 54,  0,   0.000,   0.000,   0.000,   0.075,  27.698,   7.694,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  89.958
13:20:09:968, 36851331596371,  173.191,   27.000, 3800,  11.473,1374.875, 381.910,   8.153, 833.676, 231.577, 53,  0,   0.000,   0.000,   0.000,   0.023,  27.701,   7.695,  24.000,  51.000, 105.000,   0.000,   0.000,   22,  72.367
13:20:10:091, 36851630528645,  173.314,   25.000, 3600,  13.315,1376.520, 382.367,  10.052, 834.918, 231.922, 49,  0,   0.000,   0.000,   0.000,   0.190,  27.725,   7.701,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  33.858
13:20:10:200, 36851893665278,  173.423,   30.000, 3800,   9.432,1377.546, 382.652,   5.767, 835.546, 232.096, 52,  0,   0.000,   0.000,   0.000,   0.400,  27.768,   7.713,  24.000,  51.000, 105.000,   0.000,   0.000,  159,  76.411
13:20:10:323, 36852191327969,  173.546,   36.000, 3800,  17.275,1379.672, 383.242,  13.437, 837.199, 232.555, 56,  0,   0.000,   0.000,   0.000,   0.253,  27.799,   7.722,  24.000,  51.000, 105.000,   0.000,   0.000,  121,  80.849
13:20:10:447, 36852490672897,  173.670,   21.000, 1300,   8.626,1380.739, 383.539,   5.885, 837.927, 232.758, 48,  0,   0.000,   0.000,   0.000,   0.205,  27.825,   7.729,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  90.585
13:20:10:569, 36852785132854,  173.792,   25.000, 1300,   4.782,1381.321, 383.700,   1.469, 838.106, 232.807, 48,  0,   0.000,   0.000,   0.000,   0.179,  27.846,   7.735,  24.000,  51.000, 105.000,   0.000,   0.000,   46,  84.166
13:20:10:693, 36853085555396,  173.916,   29.000, 1300,   4.734,1381.909, 383.864,   1.730, 838.321, 232.867, 47,  0,   0.000,   0.000,   0.000,   0.185,  27.869,   7.741,  24.000,  51.000, 105.000,   0.000,   0.000,   78,  80.700
13:20:10:816, 36853383713023,  174.039,   25.000, 1300,   6.350,1382.691, 384.081,   2.427, 838.620, 232.950, 49,  0,   0.000,   0.000,   0.000,   0.171,  27.890,   7.747,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  88.624
13:20:10:925, 36853647254920,  174.148,   33.000, 1300,   5.401,1383.280, 384.244,   1.897, 838.826, 233.007, 47,  0,   0.000,   0.000,   0.000,   0.148,  27.907,   7.752,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  92.101
13:20:11:048, 36853944376264,  174.271,   28.000, 1300,   3.987,1383.769, 384.380,   1.454, 839.005, 233.057, 47,  0,   0.000,   0.000,   0.000,   0.168,  27.927,   7.758,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  92.885
13:20:11:171, 36854243243319,  174.394,   32.000, 1600,   6.136,1384.527, 384.591,   2.338, 839.294, 233.137, 49,  0,   0.000,   0.000,   0.000,   0.093,  27.939,   7.761,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  93.134
13:20:11:310, 36854579353903,  174.533,   27.000, 1500,   6.276,1385.399, 384.833,   3.675, 839.804, 233.279, 49,  0,   0.000,   0.000,   0.000,   0.096,  27.952,   7.764,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  88.924
13:20:11:436, 36854883902738,  174.659,   30.000, 3800,  13.177,1387.058, 385.294,   9.716, 841.027, 233.619, 50,  0,   0.000,   0.000,   0.000,   0.042,  27.957,   7.766,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  94.417
13:20:11:561, 36855186541894,  174.784,   27.000, 3600,  15.617,1389.012, 385.837,  11.160, 842.424, 234.007, 48,  0,   0.000,   0.000,   0.000,   0.048,  27.963,   7.768,  24.000,  51.000, 105.000,   0.000,   0.000,   52,  84.997
13:20:11:684, 36855483900420,  174.907,   24.000, 2000,   5.001,1389.626, 386.007,   2.338, 842.711, 234.086, 49,  0,   0.000,   0.000,   0.000,   0.086,  27.974,   7.771,  24.000,  51.000, 105.000,   0.000,   0.000,  428,  43.966
13:20:11:792, 36855745696940,  175.016,   25.000, 1300,   5.575,1390.230, 386.175,   1.672, 842.892, 234.137, 48,  0,   0.000,   0.000,   0.000,   0.130,  27.988,   7.774,  24.000,  51.000, 105.000,   0.000,   0.000,   62,  55.086
13:20:11:917, 36856048710708,  175.141,   21.000, 1300,   4.164,1390.751, 386.320,   1.207, 843.043, 234.179, 48,  0,   0.000,   0.000,   0.000,   0.042,  27.993,   7.776,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  80.764
13:20:12:027, 36856313331172,  175.250,   21.000, 1300,   3.612,1391.146, 386.430,   1.004, 843.153, 234.209, 49,  0,   0.000,   0.000,   0.000,   0.032,  27.997,   7.777,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  83.985
13:20:12:151, 36856612994880,  175.374,   26.000, 1300,   4.658,1391.723, 386.590,   1.455, 843.333, 234.259, 48,  0,   0.000,   0.000,   0.000,   0.033,  28.001,   7.778,  24.000,  51.000, 105.000,   0.000,   0.000,  608,  26.333
13:20:12:261, 36856878967416,  175.484,   25.000, 1300,   3.529,1392.111, 386.698,   1.155, 843.460, 234.294, 47,  0,   0.000,   0.000,   0.000,   0.049,  28.006,   7.779,  24.000,  51.000, 105.000,   0.000,   0.000,   21,  49.519
13:20:12:384, 36857177918928,  175.608,   25.000, 1300,   3.671,1392.565, 386.824,   1.342, 843.626, 234.341, 49,  0,   0.000,   0.000,   0.000,   0.056,  28.013,   7.781,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  83.008
13:20:12:510, 36857482650643,  175.734,   22.000, 1300,   3.289,1392.979, 386.939,   1.125, 843.768, 234.380, 48,  0,   0.000,   0.000,   0.000,   0.052,  28.020,   7.783,  24.000,  51.000, 105.000,   0.000,   0.000,  384,  41.428
13:20:12:619, 36857746972539,  175.843,   28.000, 1400,   5.042,1393.530, 387.092,   2.550, 844.046, 234.457, 54,  0,   0.000,   0.000,   0.000,   0.022,  28.022,   7.784,  24.000,  51.000, 105.000,   0.000,   0.000,   15,  58.133
13:20:12:745, 36858051086394,  175.968,   26.000, 3800,   9.443,1394.717, 387.421,   6.857, 844.908, 234.697, 50,  0,   0.000,   0.000,   0.000,   0.049,  28.028,   7.786,  24.000,  51.000, 105.000,   0.000,   0.000,    9,  80.838
13:20:12:870, 36858352125727,  176.093,   29.000, 3800,  15.920,1396.698, 387.972,  12.060, 846.409, 235.114, 54,  0,   0.000,   0.000,   0.000,   0.128,  28.044,   7.790,  24.000,  51.000, 105.000,   0.000,   0.000,  127,  65.756
13:20:12:994, 36858652340195,  176.217,   21.000, 1500,  10.677,1398.023, 388.340,   7.314, 847.316, 235.366, 48,  0,   0.000,   0.000,   0.000,   0.052,  28.051,   7.792,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  78.213
13:20:13:102, 36858915189687,  176.326,   25.000, 1300,   4.839,1398.549, 388.486,   1.708, 847.502, 235.417, 47,  0,   0.000,   0.000,   0.000,   0.038,  28.055,   7.793,  24.000,  51.000, 105.000,   0.000,   0.000,   13,  82.883
13:20:13:213, 36859182519280,  176.436,   26.000, 1300,   3.521,1398.938, 388.594,   1.250, 847.640, 235.456, 48,  0,   0.000,   0.000,   0.000,   0.027,  28.058,   7.794,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  40.512
13:20:13:339, 36859486440219,  176.562,   24.000, 1300,   3.783,1399.413, 388.726,   1.395, 847.815, 235.504, 48,  0,   0.000,   0.000,   0.000,   0.098,  28.070,   7.797,  24.000,  51.000, 105.000,   0.000,   0.000,   99,  75.881
13:20:13:447, 36859749495573,  176.671,   24.000, 1300,   3.437,1399.787, 388.830,   1.211, 847.947, 235.541, 47,  0,   0.000,   0.000,   0.000,   0.050,  28.075,   7.799,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  61.791
13:20:13:571, 36860047556434,  176.794,   25.000, 1300,   3.425,1400.209, 388.947,   1.233, 848.099, 235.583, 47,  0,   0.000,   0.000,   0.000,   0.008,  28.076,   7.799,  24.000,  51.000, 105.000,   0.000,   0.000,   11,  85.051
13:20:13:694, 36860347308131,  176.918,   26.000, 1300,   3.576,1400.652, 389.070,   1.279, 848.257, 235.627, 48,  0,   0.000,   0.000,   0.000,   0.046,  28.082,   7.801,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  77.893
13:20:13:818, 36860647277286,  177.042,   26.000, 1300,   3.414,1401.075, 389.188,   1.144, 848.399, 235.666, 47,  0,   0.000,   0.000,   0.000,   0.050,  28.088,   7.802,  24.000,  51.000, 105.000,   0.000,   0.000,  414,  41.147
13:20:13:928, 36860913154796,  177.152,   27.000, 1300,   3.526,1401.463, 389.295,   1.183, 848.529, 235.703, 47,  0,   0.000,   0.000,   0.000,   0.085,  28.097,   7.805,  24.000,  51.000, 105.000,   0.000,   0.000,   72,  38.024
13:20:14:053, 36861214988468,  177.276,   27.000, 1600,   4.746,1402.055, 389.460,   2.175, 848.801, 235.778, 48,  0,   0.000,   0.000,   0.000,   0.039,  28.102,   7.806,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  67.906
13:20:14:176, 36861512490745,  177.399,   25.000, 3800,   7.595,1402.989, 389.719,   5.022, 849.418, 235.950, 48,  0,   0.000,   0.000,   0.000,   0.022,  28.105,   7.807,  24.000,  51.000, 105.000,   0.000,   0.000,   12,  86.530
13:20:14:302, 36861816887423,  177.525,   26.000, 3800,  15.165,1404.897, 390.249,  11.034, 850.807, 236.335, 55,  0,   0.000,   0.000,   0.000,   0.026,  28.108,   7.808,  24.000,  51.000, 105.000,   0.000,   0.000,   18,  93.558
13:20:14:440, 36862151987435,  177.664,   24.000, 1300,   9.057,1406.152, 390.598,   6.238, 851.671, 236.575, 47,  0,   0.000,   0.000,   0.000,   0.094,  28.121,   7.811,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  71.386
13:20:14:564, 36862451357715,  177.787,   33.000, 1400,   6.507,1406.957, 390.821,   3.139, 852.059, 236.683, 48,  0,   0.000,   0.000,   0.000,   0.158,  28.141,   7.817,  24.000,  51.000, 105.000,   0.000,   0.000,  201,  65.150
13:20:14:689, 36862754247360,  177.913,   27.000, 2300,   4.949,1407.577, 390.994,   2.163, 852.330, 236.758, 47,  0,   0.000,   0.000,   0.000,   0.189,  28.165,   7.823,  24.000,  51.000, 105.000,   0.000,   0.000,  198,  65.188
13:20:14:798, 36863016244013,  178.021,   29.000, 1900,   6.045,1408.231, 391.175,   3.105, 852.666, 236.852, 47,  0,   0.000,   0.000,   0.000,   0.335,  28.201,   7.834,  24.000,  51.000, 105.000,   0.000,   0.000,  172,  77.191
13:20:14:922, 36863315993017,  178.145,   33.000, 1300,   4.961,1408.846, 391.346,   2.032, 852.918, 236.922, 48,  0,   0.000,   0.000,   0.000,   0.352,  28.244,   7.846,  24.000,  51.000, 105.000,   0.000,   0.000,  303,  49.742
13:20:15:046, 36863615672815,  178.269,   35.000, 1300,   4.970,1409.462, 391.517,   1.909, 853.155, 236.987, 48,  0,   0.000,   0.000,   0.000,   0.338,  28.286,   7.857,  24.000,  51.000, 105.000,   0.000,   0.000,  288,  54.483
13:20:15:186, 36863956782525,  178.410,   29.000, 1300,   4.369,1410.078, 391.688,   1.794, 853.408, 237.058, 47,  0,   0.000,   0.000,   0.000,   0.038,  28.292,   7.859,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  89.492
13:20:15:310, 36864255143626,  178.533,   35.000, 1400,   5.505,1410.757, 391.877,   2.761, 853.748, 237.152, 47,  0,   0.000,   0.000,   0.000,   0.067,  28.300,   7.861,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  79.513
13:20:15:452, 36864598239368,  178.675,   36.000, 2000,   8.057,1411.899, 392.194,   5.383, 854.512, 237.364, 48,  0,   0.000,   0.000,   0.000,   0.031,  28.304,   7.862,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  90.223
13:20:15:576, 36864898494687,  178.799,   30.000, 3800,   9.668,1413.099, 392.528,   6.288, 855.292, 237.581, 48,  0,   0.000,   0.000,   0.000,   0.056,  28.311,   7.864,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  92.881
13:20:15:715, 36865235224521,  178.938,   32.000, 3800,  13.677,1415.003, 393.056,  10.727, 856.785, 237.996, 50,  0,   0.000,   0.000,   0.000,   0.032,  28.316,   7.865,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  94.516
13:20:15:824, 36865499544124,  179.047,   29.000, 2100,  13.166,1416.441, 393.456,   9.543, 857.828, 238.286, 48,  0,   0.000,   0.000,   0.000,   0.104,  28.327,   7.869,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  92.416
13:20:15:932, 36865761462894,  179.156,   33.000, 1300,   4.544,1416.933, 393.593,   2.052, 858.050, 238.347, 49,  0,   0.000,   0.000,   0.000,   0.024,  28.330,   7.869,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  96.776
13:20:16:056, 36866061302732,  179.280,   57.000, 3000,   5.982,1417.675, 393.799,   3.187, 858.445, 238.457, 49,  0,   0.000,   0.000,   0.000,   0.041,  28.335,   7.871,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  95.345
13:20:16:181, 36866362645116,  179.404,   32.000, 1300,   9.403,1418.846, 394.124,   6.659, 859.274, 238.687, 48,  0,   0.000,   0.000,   0.000,   0.048,  28.341,   7.872,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  95.285
13:20:16:305, 36866662079819,  179.528,   37.000, 1400,   4.830,1419.444, 394.290,   2.183, 859.545, 238.762, 49,  0,   0.000,   0.000,   0.000,   0.042,  28.346,   7.874,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  87.415
13:20:16:412, 36866922023954,  179.635,   36.000, 1300,   5.268,1420.010, 394.447,   2.045, 859.764, 238.823, 48,  0,   0.000,   0.000,   0.000,   0.028,  28.349,   7.875,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  80.841
13:20:16:522, 36867186530460,  179.745,   37.000, 1300,   5.624,1420.625, 394.618,   1.889, 859.971, 238.881, 48,  0,   0.000,   0.000,   0.000,   0.059,  28.355,   7.877,  24.000,  51.000, 105.000,   0.000,   0.000,   37,  91.266
13:20:16:630, 36867449522320,  179.853,   31.000, 1300,   5.929,1421.269, 394.797,   2.394, 860.231, 238.953, 47,  0,   0.000,   0.000,   0.000,   0.074,  28.363,   7.879,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  92.453
13:20:16:759, 36867760170394,  179.982,   54.000, 3800,   6.458,1422.099, 395.027,   3.135, 860.634, 239.065, 52,  0,   0.000,   0.000,   0.000,   0.015,  28.365,   7.879,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  84.326
13:20:16:877, 36868047435743,  180.101,   39.000, 2900,  13.636,1423.718, 395.477,  10.877, 861.925, 239.424, 64,  0,   0.000,   0.000,   0.000,   0.041,  28.370,   7.881,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  88.048
13:20:17:017, 36868386452604,  180.241,   31.000, 3100,  12.484,1425.467, 395.963,   8.219, 863.077, 239.744, 52,  0,   0.000,   0.000,   0.000,   0.049,  28.377,   7.883,  24.000,  51.000, 105.000,   0.000,   0.000,   36,  82.951
