System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:18:07:519, 36555106692940,   50.743,   34.000, 1400,   6.250, 430.834, 119.676,   2.163, 267.890,  74.414, 50,  0,   0.000,   0.000,   0.000,   0.014,  11.973,   3.326,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  91.624
13:18:07:644, 36555407434909,   50.868,   27.000, 1600,   4.647, 431.412, 119.837,   1.740, 268.106,  74.474, 49,  0,   0.000,   0.000,   0.000,   0.034,  11.978,   3.327,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  71.841
13:18:07:770, 36555713781075,   50.994,   29.000, 1300,   4.890, 432.031, 120.009,   2.082, 268.370,  74.547, 48,  0,   0.000,   0.000,   0.000,   0.141,  11.995,   3.332,  24.000,  51.000, 105.000,   0.000,   0.000,  274,  67.338
13:18:07:880, 36555978266342,   51.104,   26.000, 1200,   3.790, 432.445, 120.124,   1.299, 268.512,  74.587, 48,  0,   0.000,   0.000,   0.000,   0.068,  12.003,   3.334,  24.000,  51.000, 105.000,   0.000,   0.000,   49,  57.878
13:18:08:022, 36556322726714,   51.246,   47.000, 1300,  10.312, 433.914, 120.532,   6.384, 269.421,  74.839, 49,  0,   0.000,   0.000,   0.000,   0.172,  12.027,   3.341,  24.000,  51.000, 105.000,   0.000,   0.000,  170,  44.902
13:18:08:162, 36556661735591,   51.386,   35.000, 3800,   7.371, 434.947, 120.819,   4.097, 269.995,  74.999, 51,  0,   0.000,   0.000,   0.000,   0.091,  12.040,   3.345,  24.000,  51.000, 105.000,   0.000,   0.000,  168,  78.422
13:18:08:272, 36556928609536,   51.497,   28.000, 1900,   9.142, 435.955, 121.099,   6.377, 270.698,  75.194, 52,  0,   0.000,   0.000,   0.000,   0.071,  12.048,   3.347,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  96.524
13:18:08:397, 36557228897335,   51.621,   33.000, 3800,  17.520, 438.130, 121.703,  13.210, 272.338,  75.649, 56,  0,   0.000,   0.000,   0.000,   0.105,  12.061,   3.350,  24.000,  51.000, 105.000,   0.000,   0.000,   56,  89.859
13:18:08:536, 36557566203772,   51.760,   33.000, 1500,   7.588, 439.188, 121.997,   4.990, 273.034,  75.843, 50,  0,   0.000,   0.000,   0.000,   0.044,  12.067,   3.352,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  95.969
13:18:08:660, 36557865888962,   51.884,   31.000, 2000,   5.056, 439.814, 122.171,   1.891, 273.268,  75.908, 50,  0,   0.000,   0.000,   0.000,   0.068,  12.076,   3.354,  24.000,  51.000, 105.000,   0.000,   0.000,  303,  66.032
13:18:08:769, 36558130813352,   51.994,   29.000, 1300,   4.343, 440.290, 122.303,   1.650, 273.449,  75.958, 50,  0,   0.000,   0.000,   0.000,   0.098,  12.086,   3.357,  24.000,  51.000, 105.000,   0.000,   0.000,  114,  52.388
13:18:08:893, 36558431109892,   52.118,   27.000, 1300,   5.420, 440.962, 122.490,   1.559, 273.642,  76.012, 50,  0,   0.000,   0.000,   0.000,   0.052,  12.093,   3.359,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  75.403
13:18:09:033, 36558769463546,   52.258,   31.000, 1300,   5.112, 441.677, 122.688,   1.934, 273.913,  76.087, 48,  0,   0.000,   0.000,   0.000,   0.071,  12.103,   3.362,  24.000,  51.000, 105.000,   0.000,   0.000,  112,  68.630
13:18:09:142, 36559032493036,   52.366,   25.000, 1300,   3.664, 442.076, 122.799,   1.280, 274.052,  76.126, 50,  0,   0.000,   0.000,   0.000,   0.043,  12.107,   3.363,  24.000,  51.000, 105.000,   0.000,   0.000,   29,  87.129
13:18:09:283, 36559373141161,   52.507,   30.000, 1500,   4.360, 442.690, 122.969,   1.809, 274.307,  76.196, 49,  0,   0.000,   0.000,   0.000,   0.056,  12.115,   3.365,  24.000,  51.000, 105.000,   0.000,   0.000,   55,  81.186
13:18:09:392, 36559637597822,   52.616,   30.000, 1300,   3.758, 443.100, 123.083,   1.411, 274.461,  76.239, 50,  0,   0.000,   0.000,   0.000,   0.016,  12.117,   3.366,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  79.649
13:18:09:516, 36559938918979,   52.741,   26.000, 1400,   6.100, 443.860, 123.295,   3.455, 274.891,  76.359, 49,  0,   0.000,   0.000,   0.000,   0.063,  12.125,   3.368,  24.000,  51.000, 105.000,   0.000,   0.000,   82,  83.724
13:18:09:654, 36560271940612,   52.879,   29.000, 1400,   8.645, 445.050, 123.625,   6.120, 275.734,  76.593, 52,  0,   0.000,   0.000,   0.000,   0.062,  12.133,   3.370,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  91.016
13:18:09:780, 36560574761784,   53.004,   33.000, 3800,  14.831, 446.907, 124.141,  11.830, 277.214,  77.004, 55,  0,   0.000,   0.000,   0.000,   0.201,  12.159,   3.377,  24.000,  51.000, 105.000,   0.000,   0.000,  193,  62.583
13:18:09:887, 36560835238686,   53.111,   26.000, 3800,  13.277, 448.336, 124.538,  10.210, 278.314,  77.309, 51,  0,   0.000,   0.000,   0.000,   0.307,  12.192,   3.387,  24.000,  51.000, 105.000,   0.000,   0.000,  163,  56.217
13:18:10:018, 36561151493847,   53.242,   22.000, 1300,   7.153, 449.271, 124.798,   4.494, 278.901,  77.473, 50,  0,   0.000,   0.000,   0.000,   0.179,  12.215,   3.393,  24.000,  51.000, 105.000,   0.000,   0.000,  115,  82.321
13:18:10:138, 36561442512600,   53.362,   23.000, 1300,   4.636, 449.829, 124.953,   1.963, 279.137,  77.538, 50,  0,   0.000,   0.000,   0.000,   0.119,  12.229,   3.397,  24.000,  51.000, 105.000,   0.000,   0.000,  163,  73.024
13:18:10:262, 36561742774392,   53.487,   27.000, 1400,   6.956, 450.692, 125.192,   2.905, 279.498,  77.638, 49,  0,   0.000,   0.000,   0.000,   0.164,  12.250,   3.403,  24.000,  51.000, 105.000,   0.000,   0.000,  208,  51.040
13:18:10:371, 36562006228256,   53.595,   29.000, 1300,   3.966, 451.124, 125.312,   1.529, 279.664,  77.685, 50,  0,   0.000,   0.000,   0.000,   0.044,  12.254,   3.404,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  79.976
13:18:10:526, 36562382163129,   53.751,   34.000, 1300,   5.385, 451.961, 125.545,   2.327, 280.026,  77.785, 48,  0,   0.000,   0.000,   0.000,   0.065,  12.265,   3.407,  24.000,  51.000, 105.000,   0.000,   0.000,   94,  87.834
13:18:10:650, 36562680775641,   53.874,   27.000, 1400,   6.329, 452.742, 125.762,   3.729, 280.486,  77.913, 50,  0,   0.000,   0.000,   0.000,   0.099,  12.277,   3.410,  24.000,  51.000, 105.000,   0.000,   0.000,  278,  70.248
13:18:10:774, 36562980400177,   53.998,   27.000, 1300,   4.500, 453.300, 125.917,   1.940, 280.727,  77.980, 50,  0,   0.000,   0.000,   0.000,   0.131,  12.293,   3.415,  24.000,  51.000, 105.000,   0.000,   0.000,  140,  46.106
13:18:10:883, 36563244326387,   54.107,   29.000, 1300,   4.016, 453.738, 126.038,   1.500, 280.890,  78.025, 49,  0,   0.000,   0.000,   0.000,   0.081,  12.302,   3.417,  24.000,  51.000, 105.000,   0.000,   0.000,   84,  79.369
13:18:11:056, 36563662311536,   54.280,   27.000, 2000,   7.476, 455.030, 126.397,   4.582, 281.682,  78.245, 54,  0,   0.000,   0.000,   0.000,   0.052,  12.311,   3.420,  24.000,  51.000, 105.000,   0.000,   0.000,   91,  69.291
13:18:11:179, 36563960448831,   54.403,   32.000, 3800,  14.812, 456.855, 126.904,  11.619, 283.114,  78.643, 54,  0,   0.000,   0.000,   0.000,   0.010,  12.312,   3.420,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  96.131
13:18:11:301, 36564256863699,   54.526,   28.000, 2000,  14.606, 458.645, 127.401,  10.816, 284.439,  79.011, 51,  0,   0.000,   0.000,   0.000,   0.114,  12.326,   3.424,  24.000,  51.000, 105.000,   0.000,   0.000,   26,  92.775
13:18:11:410, 36564518265813,   54.634,   37.000, 2000,   5.980, 459.291, 127.581,   2.847, 284.747,  79.096, 49,  0,   0.000,   0.000,   0.000,   0.050,  12.331,   3.425,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  95.821
13:18:11:534, 36564818941677,   54.758,   29.000, 1400,   6.750, 460.130, 127.814,   3.696, 285.206,  79.224, 50,  0,   0.000,   0.000,   0.000,   0.077,  12.341,   3.428,  24.000,  51.000, 105.000,   0.000,   0.000,   61,  62.700
13:18:11:658, 36565118876191,   54.882,   33.000, 1800,   4.952, 460.743, 127.984,   2.065, 285.462,  79.295, 49,  0,   0.000,   0.000,   0.000,   0.075,  12.350,   3.431,  24.000,  51.000, 105.000,   0.000,   0.000,  218,  76.700
13:18:11:783, 36565421220523,   55.007,   26.000, 1300,   5.313, 461.407, 128.169,   1.948, 285.706,  79.363, 49,  0,   0.000,   0.000,   0.000,   0.140,  12.368,   3.436,  24.000,  51.000, 105.000,   0.000,   0.000,  162,  51.530
13:18:11:907, 36565722359090,   55.132,   31.000, 1300,   4.079, 461.915, 128.310,   1.632, 285.909,  79.419, 48,  0,   0.000,   0.000,   0.000,   0.043,  12.373,   3.437,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  81.780
13:18:12:032, 36566023056364,   55.256,   36.000, 2900,   6.836, 462.765, 128.546,   4.153, 286.425,  79.562, 50,  0,   0.000,   0.000,   0.000,   0.039,  12.378,   3.438,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  91.691
13:18:12:156, 36566324906070,   55.381,   27.000, 1300,   6.483, 463.574, 128.770,   3.805, 286.900,  79.694, 50,  0,   0.000,   0.000,   0.000,   0.187,  12.401,   3.445,  24.000,  51.000, 105.000,   0.000,   0.000,  117,  68.650
13:18:12:281, 36566626313078,   55.505,   28.000, 1300,   5.822, 464.299, 128.972,   2.606, 287.224,  79.785, 48,  0,   0.000,   0.000,   0.000,   0.121,  12.416,   3.449,  24.000,  51.000, 105.000,   0.000,   0.000,  191,  58.835
13:18:12:407, 36566931691895,   55.631,   30.000, 3800,   7.241, 465.213, 129.226,   4.489, 287.791,  79.942, 50,  0,   0.000,   0.000,   0.000,   0.025,  12.420,   3.450,  24.000,  51.000, 105.000,   0.000,   0.000,   44,  94.289
13:18:12:532, 36567234248603,   55.757,   31.000, 3800,  10.749, 466.558, 129.599,   7.415, 288.718,  80.200, 55,  0,   0.000,   0.000,   0.000,   0.029,  12.423,   3.451,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  93.421
13:18:12:657, 36567535944148,   55.881,   31.000, 3800,  15.780, 468.526, 130.146,  12.889, 290.326,  80.646, 57,  0,   0.000,   0.000,   0.000,   0.054,  12.430,   3.453,  24.000,  51.000, 105.000,   0.000,   0.000,  108,  80.491
13:18:12:780, 36567833730256,   56.004,   25.000, 1300,   7.889, 469.497, 130.416,   5.115, 290.955,  80.821, 49,  0,   0.000,   0.000,   0.000,   0.256,  12.461,   3.462,  24.000,  51.000, 105.000,   0.000,   0.000,  167,  54.003
13:18:12:891, 36568102176811,   56.115,   29.000, 1300,   4.909, 470.041, 130.567,   1.801, 291.155,  80.876, 50,  0,   0.000,   0.000,   0.000,   0.045,  12.466,   3.463,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  74.180
13:18:13:046, 36568477954697,   56.271,   29.000, 1300,   4.452, 470.733, 130.759,   1.844, 291.442,  80.956, 48,  0,   0.000,   0.000,   0.000,   0.045,  12.474,   3.465,  24.000,  51.000, 105.000,   0.000,   0.000,   20,  94.456
13:18:13:159, 36568750633331,   56.383,   32.000, 1300,   4.875, 471.282, 130.912,   1.639, 291.626,  81.007, 49,  0,   0.000,   0.000,   0.000,   0.022,  12.476,   3.466,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  90.987
13:18:13:299, 36569088467710,   56.523,   30.000, 1300,   4.542, 471.917, 131.088,   1.914, 291.894,  81.082, 49,  0,   0.000,   0.000,   0.000,   0.099,  12.490,   3.469,  24.000,  51.000, 105.000,   0.000,   0.000,  191,  67.299
13:18:13:414, 36569367242525,   56.638,   30.000, 1300,   4.121, 472.392, 131.220,   1.556, 292.073,  81.131, 49,  0,   0.000,   0.000,   0.000,   0.093,  12.501,   3.472,  24.000,  51.000, 105.000,   0.000,   0.000,  141,  64.443
13:18:13:546, 36569686357868,   56.770,   31.000, 1400,   4.495, 472.985, 131.385,   1.950, 292.330,  81.203, 50,  0,   0.000,   0.000,   0.000,   0.068,  12.510,   3.475,  24.000,  51.000, 105.000,   0.000,   0.000,  107,  81.583
13:18:13:670, 36569986683267,   56.894,   32.000, 2000,   4.340, 473.523, 131.534,   1.816, 292.556,  81.265, 49,  0,   0.000,   0.000,   0.000,   0.077,  12.519,   3.478,  24.000,  51.000, 105.000,   0.000,   0.000,  129,  76.249
13:18:13:811, 36570327709879,   57.035,   32.000, 2900,   6.424, 474.429, 131.786,   3.733, 293.082,  81.412, 48,  0,   0.000,   0.000,   0.000,   0.141,  12.539,   3.483,  24.000,  51.000, 105.000,   0.000,   0.000,  138,  74.995
13:18:13:936, 36570628999532,   57.160,   29.000, 3000,   8.453, 475.482, 132.078,   5.750, 293.798,  81.611, 51,  0,   0.000,   0.000,   0.000,   0.185,  12.562,   3.489,  24.000,  51.000, 105.000,   0.000,   0.000,  181,  63.071
13:18:14:061, 36570931661439,   57.285,   34.000, 3800,  14.475, 477.293, 132.581,  11.683, 295.259,  82.017, 55,  0,   0.000,   0.000,   0.000,   0.041,  12.567,   3.491,  24.000,  51.000, 105.000,   0.000,   0.000,   72,  81.932
13:18:14:185, 36571231697082,   57.409,   29.000, 2900,  11.829, 478.760, 132.989,   9.006, 296.376,  82.327, 57,  0,   0.000,   0.000,   0.000,   0.086,  12.578,   3.494,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  91.500
13:18:14:298, 36571505232995,   57.522,   24.000, 1300,   5.782, 479.413, 133.170,   2.530, 296.663,  82.406, 50,  0,   0.000,   0.000,   0.000,   0.033,  12.582,   3.495,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  93.018
13:18:14:421, 36571804737574,   57.646,   29.000, 1300,   4.394, 479.957, 133.321,   1.752, 296.879,  82.467, 50,  0,   0.000,   0.000,   0.000,   0.097,  12.594,   3.498,  24.000,  51.000, 105.000,   0.000,   0.000,  199,  66.754
13:18:14:590, 36572212043575,   57.814,   45.000, 1800,   9.549, 481.565, 133.768,   6.433, 297.963,  82.767, 49,  0,   0.000,   0.000,   0.000,   0.050,  12.602,   3.501,  24.000,  51.000, 105.000,   0.000,   0.000,   79,  78.319
13:18:14:698, 36572473825282,   57.922,   30.000, 2900,  11.343, 482.793, 134.109,   8.605, 298.894,  83.026, 52,  0,   0.000,   0.000,   0.000,   0.008,  12.603,   3.501,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  96.315
13:18:14:823, 36572776423762,   58.047,   24.000, 2000,   9.239, 483.948, 134.430,   6.520, 299.709,  83.253, 50,  0,   0.000,   0.000,   0.000,   0.132,  12.619,   3.505,  24.000,  51.000, 105.000,   0.000,   0.000,  119,  67.943
13:18:14:946, 36573074090402,   58.170,   21.000, 3000,   6.913, 484.799, 134.666,   4.263, 300.234,  83.398, 50,  0,   0.000,   0.000,   0.000,   0.069,  12.628,   3.508,  24.000,  51.000, 105.000,   0.000,   0.000,  154,  81.807
13:18:15:055, 36573337558530,   58.279,   22.000, 1300,   4.455, 485.284, 134.801,   2.002, 300.452,  83.459, 49,  0,   0.000,   0.000,   0.000,   0.147,  12.644,   3.512,  24.000,  51.000, 105.000,   0.000,   0.000,   91,  72.773
13:18:15:164, 36573600972700,   58.388,   27.000, 1300,   3.970, 485.716, 134.921,   1.578, 300.624,  83.507, 50,  0,   0.000,   0.000,   0.000,   0.025,  12.647,   3.513,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  91.125
13:18:15:304, 36573939099764,   58.528,   27.000, 2700,   7.707, 486.794, 135.220,   4.935, 301.313,  83.698, 50,  0,   0.000,   0.000,   0.000,   0.221,  12.677,   3.522,  24.000,  51.000, 105.000,   0.000,   0.000,  161,  72.036
13:18:15:429, 36574242174020,   58.653,   31.000, 3800,   9.099, 487.933, 135.537,   6.393, 302.114,  83.921, 56,  0,   0.000,   0.000,   0.000,   0.127,  12.693,   3.526,  24.000,  51.000, 105.000,   0.000,   0.000,  190,  62.246
13:18:15:539, 36574507046864,   58.763,   33.000, 3800,  15.554, 489.636, 136.010,  12.630, 303.497,  84.305, 54,  0,   0.000,   0.000,   0.000,   0.094,  12.704,   3.529,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  74.810
13:18:15:653, 36574785164736,   58.878,   35.000, 1400,  13.172, 491.151, 136.431,   9.184, 304.553,  84.598, 50,  0,   0.000,   0.000,   0.000,   0.064,  12.711,   3.531,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  92.062
13:18:15:771, 36575069025618,   58.995,   31.000, 1300,   5.522, 491.799, 136.611,   2.867, 304.890,  84.692, 50,  0,   0.000,   0.000,   0.000,   0.146,  12.728,   3.536,  24.000,  51.000, 105.000,   0.000,   0.000,  195,  79.740
13:18:15:896, 36575371902494,   59.120,   18.000, 1300,   4.776, 492.397, 136.777,   1.480, 305.075,  84.743, 50,  0,   0.000,   0.000,   0.000,   0.123,  12.744,   3.540,  24.000,  51.000, 105.000,   0.000,   0.000,  211,  41.898
13:18:16:036, 36575711688220,   59.261,   38.000, 1400,   5.293, 493.140, 136.983,   2.580, 305.437,  84.844, 50,  0,   0.000,   0.000,   0.000,   0.070,  12.753,   3.543,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  82.845
13:18:16:162, 36576016059137,   59.387,   23.000, 1300,   4.662, 493.727, 137.146,   1.532, 305.630,  84.897, 49,  0,   0.000,   0.000,   0.000,   0.141,  12.771,   3.547,  24.000,  51.000, 105.000,   0.000,   0.000,  247,  72.588
13:18:16:304, 36576359198321,   59.528,   33.000, 1300,   5.240, 494.470, 137.353,   2.066, 305.923,  84.979, 48,  0,   0.000,   0.000,   0.000,   0.097,  12.785,   3.551,  24.000,  51.000, 105.000,   0.000,   0.000,   97,  64.130
13:18:16:425, 36576651757125,   59.649,   30.000, 1300,   5.298, 495.111, 137.531,   2.740, 306.254,  85.071, 49,  0,   0.000,   0.000,   0.000,   0.061,  12.792,   3.553,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  88.637
13:18:16:566, 36576993030011,   59.790,   30.000, 1300,   4.494, 495.745, 137.707,   1.937, 306.527,  85.147, 49,  0,   0.000,   0.000,   0.000,   0.061,  12.801,   3.556,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  74.012
13:18:16:691, 36577295817977,   59.916,   29.000, 2300,   5.477, 496.430, 137.897,   2.816, 306.880,  85.244, 52,  0,   0.000,   0.000,   0.000,   0.071,  12.810,   3.558,  24.000,  51.000, 105.000,   0.000,   0.000,   89,  88.338
13:18:16:818, 36577600935140,   60.042,   26.000, 3200,   7.847, 497.420, 138.172,   5.192, 307.535,  85.426, 49,  0,   0.000,   0.000,   0.000,   0.135,  12.827,   3.563,  24.000,  51.000, 105.000,   0.000,   0.000,  115,  58.595
13:18:16:944, 36577907711127,   60.169,   31.000, 3800,  12.441, 498.997, 138.610,   9.577, 308.749,  85.764, 60,  0,   0.000,   0.000,   0.000,   0.129,  12.843,   3.567,  24.000,  51.000, 105.000,   0.000,   0.000,  176,  72.834
13:18:17:068, 36578206400325,   60.292,   32.000, 3000,  15.892, 500.959, 139.155,  12.327, 310.271,  86.186, 53,  0,   0.000,   0.000,   0.000,   0.060,  12.850,   3.570,  24.000,  51.000, 105.000,   0.000,   0.000,   39,  74.121
13:18:17:177, 36578470869980,   60.401,   27.000, 1400,   5.832, 501.597, 139.332,   2.543, 310.549,  86.264, 50,  0,   0.000,   0.000,   0.000,   0.015,  12.852,   3.570,  24.000,  51.000, 105.000,   0.000,   0.000,   24,  92.575
13:18:17:317, 36578808724980,   60.541,   27.000, 1300,   4.928, 502.285, 139.524,   2.200, 310.856,  86.349, 50,  0,   0.000,   0.000,   0.000,   0.097,  12.866,   3.574,  24.000,  51.000, 105.000,   0.000,   0.000,  126,  78.833
13:18:17:443, 36579115086525,   60.668,   28.000, 1300,   4.492, 502.854, 139.682,   1.509, 311.047,  86.402, 49,  0,   0.000,   0.000,   0.000,   0.103,  12.879,   3.577,  24.000,  51.000, 105.000,   0.000,   0.000,  158,  25.828
13:18:17:581, 36579448349605,   60.805,   35.000, 3800,  11.798, 504.479, 140.133,   8.412, 312.206,  86.724, 58,  0,   0.000,   0.000,   0.000,   0.121,  12.895,   3.582,  24.000,  51.000, 105.000,   0.000,   0.000,  185,  44.067
13:18:17:705, 36579748151745,   60.929,   27.000, 2900,  10.406, 505.769, 140.491,   6.697, 313.036,  86.955, 53,  0,   0.000,   0.000,   0.000,   0.104,  12.908,   3.586,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  87.394
13:18:17:831, 36580053634573,   61.056,   53.000, 3200,   6.018, 506.529, 140.702,   3.213, 313.442,  87.067, 50,  0,   0.000,   0.000,   0.000,   0.054,  12.915,   3.587,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  93.781
13:18:18:016, 36580500111515,   61.240,   48.000, 1500,  16.057, 509.492, 141.526,  11.803, 315.620,  87.672, 50,  0,   0.000,   0.000,   0.000,   0.116,  12.936,   3.593,  24.000,  51.000, 105.000,   0.000,   0.000,  159,  61.309
13:18:18:126, 36580765902191,   61.350,   29.000, 1400,   4.888, 510.029, 141.675,   1.905, 315.830,  87.730, 49,  0,   0.000,   0.000,   0.000,   0.069,  12.944,   3.596,  24.000,  51.000, 105.000,   0.000,   0.000,  109,  71.091
13:18:18:251, 36581067867971,   61.475,   37.000, 1700,   7.745, 510.996, 141.943,   4.065, 316.337,  87.871, 50,  0,   0.000,   0.000,   0.000,   0.014,  12.946,   3.596,  24.000,  51.000, 105.000,   0.000,   0.000,   27,  88.433
13:18:18:392, 36581410348515,   61.616,   37.000, 2900,  10.453, 512.476, 142.354,   5.999, 317.186,  88.107, 55,  0,   0.000,   0.000,   0.000,   0.130,  12.964,   3.601,  24.000,  51.000, 105.000,   0.000,   0.000,  208,  60.177
13:18:18:502, 36581675855662,   61.726,   34.000, 3800,  13.991, 514.011, 142.781,  10.832, 318.375,  88.438, 54,  0,   0.000,   0.000,   0.000,   0.060,  12.971,   3.603,  24.000,  51.000, 105.000,   0.000,   0.000,   64,  81.101
13:18:18:626, 36581977056339,   61.851,   30.000, 1300,  10.922, 515.371, 143.159,   7.423, 319.299,  88.694, 50,  0,   0.000,   0.000,   0.000,   0.180,  12.993,   3.609,  24.000,  51.000, 105.000,   0.000,   0.000,  125,  72.566
13:18:18:752, 36582280858287,   61.976,   23.000, 2200,   5.372, 516.046, 143.346,   2.765, 319.646,  88.791, 49,  0,   0.000,   0.000,   0.000,   0.130,  13.009,   3.614,  24.000,  51.000, 105.000,   0.000,   0.000,  190,  67.225
13:18:18:861, 36582544926983,   62.085,   33.000, 1700,   4.417, 516.528, 143.480,   1.894, 319.853,  88.848, 50,  0,   0.000,   0.000,   0.000,   0.087,  13.019,   3.616,  24.000,  51.000, 105.000,   0.000,   0.000,  112,  63.756
13:18:18:985, 36582845265184,   62.209,   35.000, 3600,  11.321, 517.933, 143.870,   8.491, 320.907,  89.141, 53,  0,   0.000,   0.000,   0.000,   0.086,  13.030,   3.619,  24.000,  51.000, 105.000,   0.000,   0.000,  104,  76.963
13:18:19:093, 36583106833063,   62.318,   31.000, 1300,   5.547, 518.533, 144.037,   3.036, 321.236,  89.232, 50,  0,   0.000,   0.000,   0.000,   0.017,  13.031,   3.620,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  90.691
13:18:19:219, 36583411835089,   62.444,   31.000, 1400,   4.416, 519.090, 144.192,   1.765, 321.458,  89.294, 50,  0,   0.000,   0.000,   0.000,   0.126,  13.047,   3.624,  24.000,  51.000, 105.000,   0.000,   0.000,  191,  57.725
13:18:19:345, 36583714949803,   62.569,   29.000, 1400,   5.438, 519.771, 144.381,   1.968, 321.705,  89.362, 50,  0,   0.000,   0.000,   0.000,   0.122,  13.063,   3.629,  24.000,  51.000, 105.000,   0.000,   0.000,  118,  78.890
13:18:19:469, 36584014429097,   62.693,   25.000, 1300,   4.578, 520.338, 144.538,   1.527, 321.894,  89.415, 48,  0,   0.000,   0.000,   0.000,   0.078,  13.072,   3.631,  24.000,  51.000, 105.000,   0.000,   0.000,  128,  72.181
13:18:19:594, 36584318954564,   62.819,   24.000, 1400,   5.123, 520.983, 144.718,   1.765, 322.116,  89.477, 50,  0,   0.000,   0.000,   0.000,   0.127,  13.088,   3.636,  24.000,  51.000, 105.000,   0.000,   0.000,  235,  75.115
13:18:19:750, 36584693993710,   62.974,   28.000, 3000,   8.872, 522.358, 145.100,   5.281, 322.935,  89.704, 50,  0,   0.000,   0.000,   0.000,   0.152,  13.112,   3.642,  24.000,  51.000, 105.000,   0.000,   0.000,  156,  52.781
13:18:19:873, 36584992661778,   63.097,   29.000, 3800,  10.876, 523.701, 145.473,   7.665, 323.881,  89.967, 55,  0,   0.000,   0.000,   0.000,   0.100,  13.124,   3.646,  24.000,  51.000, 105.000,   0.000,   0.000,   90,  76.592
13:18:19:998, 36585295197986,   63.222,   30.000, 3800,  17.151, 525.846, 146.068,  13.542, 325.574,  90.437, 58,  0,   0.000,   0.000,   0.000,   0.073,  13.133,   3.648,  24.000,  51.000, 105.000,   0.000,   0.000,   32,  92.548
13:18:20:107, 36585559157297,   63.331,   24.000, 1300,   6.976, 526.607, 146.280,   4.389, 326.053,  90.570, 50,  0,   0.000,   0.000,   0.000,   0.139,  13.149,   3.652,  24.000,  51.000, 105.000,   0.000,   0.000,  223,  77.027
13:18:20:218, 36585826427294,   63.442,   25.000, 2900,   4.947, 527.154, 146.432,   2.309, 326.308,  90.641, 57,  0,   0.000,   0.000,   0.000,   0.125,  13.162,   3.656,  24.000,  51.000, 105.000,   0.000,   0.000,  142,  49.509
13:18:20:327, 36586090208549,   63.551,   24.000, 2000,   4.387, 527.632, 146.564,   2.029, 326.530,  90.703, 49,  0,   0.000,   0.000,   0.000,   0.062,  13.169,   3.658,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  79.537
13:18:20:457, 36586405969235,   63.681,   29.000, 1300,   5.677, 528.373, 146.770,   1.796, 326.764,  90.768, 49,  0,   0.000,   0.000,   0.000,   0.057,  13.177,   3.660,  24.000,  51.000, 105.000,   0.000,   0.000,   28,  84.493
13:18:20:592, 36586732177151,   63.816,   27.000, 1400,   5.154, 529.068, 146.963,   1.943, 327.026,  90.841, 49,  0,   0.000,   0.000,   0.000,   0.134,  13.195,   3.665,  24.000,  51.000, 105.000,   0.000,   0.000,  236,  70.090
13:18:20:701, 36586996714894,   63.926,   27.000, 1300,   3.901, 529.495, 147.082,   1.362, 327.175,  90.882, 48,  0,   0.000,   0.000,   0.000,   0.075,  13.203,   3.667,  24.000,  51.000, 105.000,   0.000,   0.000,  150,  55.613
